# Kona Param. Contn. convergence history (opt tol = 4.772971e-04 | feas tol = 1.000000e-06)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
      0     -----        18      2.647e+02      2.647e+02     4.7730e+00     0.0000e+00     ----------     ----------     ----------     1.0000     

      1         0        33      2.644e+02      2.644e+02     4.7730e+00     6.9208e-02      2.712e+00     5.0176e-04     7.0959e-04     0.9897470     
      1         1       100      2.644e+02      2.644e+02     4.7719e+00     6.9873e-02      2.712e+00     1.7224e-11     7.0094e-14     0.9897470     

      2         0       159      2.640e+02      2.640e+02     4.7679e+00     2.0813e-01      8.025e+00     1.9096e-03     2.8363e-03     0.9696380     
      2         1       226      2.639e+02      2.639e+02     4.7638e+00     2.0993e-01      8.025e+00     4.3079e-09     2.7396e-12     0.9696380     

      3         0       295      2.630e+02      2.630e+02     4.7408e+00     4.8230e-01      1.823e+01     7.4698e-03     1.1211e-02     0.9309178     
      3         1       363      2.630e+02      2.630e+02     4.7257e+00     4.8244e-01      1.823e+01     4.2326e-07     6.5464e-11     0.9309178     

      4         0       432      2.612e+02      2.613e+02     4.6471e+00     9.8176e-01      3.705e+01     3.6331e-02     4.1415e-02     0.8590624     
      4         1       501      2.611e+02      2.612e+02     4.6191e+00     9.3291e-01      3.705e+01     2.4120e-05     7.4471e-10     0.8590624     

      5         0       570      2.595e+02      2.598e+02     4.5912e+00     1.2462e+00      5.252e+01     4.7840e-02     2.6114e-02     0.7996878     
      5         1       639      2.594e+02      2.598e+02     4.5941e+00     1.1775e+00      5.253e+01     1.4989e-05     2.3208e-10     0.7996878     

      6         0       708      2.578e+02      2.584e+02     4.6934e+00     1.3471e+00      6.780e+01     6.3135e-02     1.8814e-02     0.7409587     
      6         1       777      2.577e+02      2.583e+02     4.6939e+00     1.2763e+00      6.784e+01     2.0775e-06     8.2273e-10     0.7409587     

      7         0       847      2.552e+02      2.560e+02     5.0446e+00     1.3232e+00      9.017e+01     1.5449e-01     2.2608e-02     0.6551665     
      7         1       916      2.549e+02      2.557e+02     4.9970e+00     1.2156e+00      9.031e+01     8.5477e-05     2.4228e-08     0.6551665     

      8         0       987      2.504e+02      2.513e+02     5.6117e+00     1.0030e+00      1.233e+02     3.5846e-01     7.2416e-03     0.5287716     
      8         1      1057      2.493e+02      2.501e+02     5.4343e+00     9.2652e-01      1.239e+02     7.0022e-04     7.8563e-07     0.5287716     

      9         0      1128      2.425e+02      2.430e+02     5.7943e+00     6.1300e-01      1.560e+02     3.9530e-01     2.4090e-02     0.4049521     
      9         1      1199      2.403e+02      2.409e+02     5.6787e+00     6.2757e-01      1.572e+02     8.4013e-04     4.7963e-06     0.4049521     

     10         0      1270      2.321e+02      2.325e+02     5.7857e+00     4.3965e-01      1.790e+02     2.7305e-01     1.2789e-02     0.3197298     
     10         1      1341      2.299e+02      2.303e+02     5.7546e+00     4.5409e-01      1.805e+02     2.8218e-04     6.6324e-06     0.3197298     

     11         0      1412      2.205e+02      2.208e+02     5.7804e+00     3.4057e-01      1.957e+02     2.1378e-01     6.1153e-03     0.2583450     
     11         1      1483      2.183e+02      2.186e+02     5.7682e+00     3.4796e-01      1.974e+02     2.6202e-04     8.9423e-06     0.2583450     

     12         0      1554      2.075e+02      2.078e+02     5.7563e+00     2.7470e-01      2.083e+02     1.7558e-01     3.2875e-03     0.2123994     
     12         1      1625      2.053e+02      2.056e+02     5.7490e+00     2.7865e-01      2.101e+02     3.2921e-04     1.2248e-05     0.2123994     

     13         0      1696      1.932e+02      1.935e+02     5.7107e+00     2.2872e-01      2.178e+02     1.4825e-01     2.1872e-03     0.1768421     
     13         1      1767      1.910e+02      1.912e+02     5.7041e+00     2.3109e-01      2.197e+02     4.1501e-04     1.7351e-05     0.1768421     

     14         0      1838      1.775e+02      1.777e+02     5.6399e+00     1.9577e-01      2.248e+02     1.2708e-01     1.9220e-03     0.1485483     
     14         1      1909      1.753e+02      1.755e+02     5.6324e+00     1.9738e-01      2.268e+02     5.2382e-04     2.5475e-05     0.1485483     

     15         0      1980      1.603e+02      1.605e+02     5.5369e+00     1.7177e-01      2.296e+02     1.1027e-01     2.2179e-03     0.1254058     
     15         1      2051      1.581e+02      1.583e+02     5.5275e+00     1.7301e-01      2.315e+02     6.7089e-04     3.9191e-05     0.1254058     

     16         0      2122      1.414e+02      1.416e+02     5.3890e+00     1.5418e-01      2.319e+02     9.7082e-02     3.3128e-03     0.1058849     
     16         1      2193      1.392e+02      1.394e+02     5.3764e+00     1.5521e-01      2.337e+02     8.7812e-04     6.3900e-05     0.1058849     

     17         0      2264      1.206e+02      1.208e+02     5.1724e+00     1.4136e-01      2.308e+02     8.8197e-02     6.4324e-03     0.0887401     
     17         1      2335      1.185e+02      1.187e+02     5.1548e+00     1.4215e-01      2.324e+02     1.1751e-03     1.1126e-04     0.0887401     

     18         0      2406      9.707e+01      9.728e+01     4.8364e+00     1.3280e-01      2.241e+02     8.8751e-02     1.6835e-02     0.0726890     
     18         1      2477      9.526e+01      9.549e+01     4.8103e+00     1.3227e-01      2.254e+02     1.5622e-03     1.9914e-04     0.0726890     

     19         0      2548      6.880e+01      6.905e+01     4.2377e+00     1.4597e-01      2.052e+02     1.2686e-01     7.3123e-02     0.0555850     
     19         1      2620      6.793e+01      6.818e+01     4.1961e+00     1.2284e-01      2.056e+02     1.4371e-03     1.7409e-04     0.0555850     

     20         0      2712      2.275e+01      2.319e+01     2.4632e+00     2.7251e+00      1.281e+02     5.1648e-01     2.6470e+00     0.0274543     
     20         1      2808      2.893e+01      2.926e+01     2.4196e+00     6.2617e-01      1.287e+02     5.0453e-02     6.0083e-01     0.0274543     
     20         2      2905      2.877e+01      2.905e+01     2.4160e+00     8.9635e-02      1.286e+02     5.1040e-03     4.0292e-03     0.0274543     

     21         0      3014      1.482e+01      1.552e+01     1.2069e+00     2.8411e+00      7.423e+01     7.1049e-01     2.7973e+00     0.0143473     
     21         1      3123      1.719e+01      1.751e+01     1.2768e+00     5.7291e-01      7.512e+01     7.1544e-02     5.5875e-01     0.0143473     
     21         2      3232      1.754e+01      1.773e+01     1.3081e+00     6.0468e-02      7.517e+01     6.0849e-03     2.8721e-02     0.0143473     

     22         0      3353      1.317e+01      1.343e+01     6.3732e-01     1.0676e+00      4.564e+01     3.6447e-01     1.0579e+00     0.0077416     
     22         1      3475      1.374e+01      1.385e+01     7.1275e-01     9.7968e-02      4.592e+01     1.9960e-02     9.1841e-02     0.0077416     

     23         0      3609      1.211e+01      1.221e+01     3.7410e-01     4.3022e-01      3.101e+01     1.2151e-01     4.2742e-01     0.0044696     
     23         1      3742      1.220e+01      1.225e+01     4.1412e-01     2.2798e-02      3.103e+01     9.1377e-03     1.6922e-02     0.0044696     

     24         0      3889      1.126e+01      1.130e+01     2.1191e-01     2.3020e-01      2.171e+01     7.6938e-02     2.2931e-01     0.0024543     
     24         1      4043      1.127e+01      1.129e+01     2.3067e-01     9.0537e-03      2.170e+01     9.2049e-03     5.1877e-03     0.0024543     
     24         2      4199      1.127e+01      1.129e+01     2.2705e-01     7.1205e-03      2.170e+01     2.3603e-04     6.6015e-05     0.0024543     

     25         0      4368      1.095e+01      1.096e+01     1.5582e-01     3.9365e-02      1.841e+01     2.1848e-02     3.8903e-02     0.0017501     
     25         1      4533      1.095e+01      1.096e+01     1.6275e-01     5.0094e-03      1.841e+01     2.8814e-03     1.1776e-03     0.0017501     
     25         2      4690      1.095e+01      1.096e+01     1.6203e-01     4.8274e-03      1.841e+01     1.2433e-04     3.6108e-05     0.0017501     

     26         0      4873      1.066e+01      1.067e+01     9.9531e-02     4.3401e-02      1.549e+01     1.5026e-02     4.3201e-02     0.0011292     
     26         1      5065      1.066e+01      1.067e+01     1.0461e-01     2.9993e-03      1.549e+01     5.7548e-04     2.5667e-04     0.0011292     

     27         0      5257      1.042e+01      1.043e+01     5.5854e-02     4.1909e-02      1.319e+01     1.2016e-02     4.1822e-02     0.0006437     
     27         1      5472      1.042e+01      1.043e+01     6.0702e-02     1.7272e-03      1.318e+01     2.0816e-03     4.7652e-04     0.0006437     
     27         2      5696      1.042e+01      1.042e+01     5.9725e-02     1.6355e-03      1.318e+01     1.0818e-04     2.8677e-05     0.0006437     

     28         0      5914      1.026e+01      1.027e+01     3.0588e-02     2.6494e-02      1.170e+01     4.7180e-03     2.6459e-02     0.0003343     
     28         1      6177      1.026e+01      1.026e+01     3.0519e-02     8.7514e-04      1.169e+01     9.6413e-04     2.0148e-04     0.0003343     
     28         2      6429      1.026e+01      1.026e+01     3.1014e-02     8.3650e-04      1.169e+01     1.7320e-05     8.7219e-07     0.0003343     

     29         0      6696      1.015e+01      1.015e+01     1.0626e-02     1.6782e-02      1.072e+01     7.8740e-03     1.6771e-02     0.0001336     
     29         1      6987      1.015e+01      1.015e+01     1.1779e-02     4.1135e-04      1.072e+01     1.2915e-03     2.1079e-04     0.0001336     
     29         2      7286      1.015e+01      1.015e+01     1.2403e-02     3.3342e-04      1.072e+01     7.8858e-06     3.2245e-06     0.0001336     

     30         0      7587      1.010e+01      1.010e+01     5.6611e-03     2.9297e-03      1.037e+01     8.6217e-04     2.9214e-03     0.0000621     
     30         1      7900      1.011e+01      1.011e+01     6.2093e-03     2.2575e-04      1.037e+01     2.4244e-03     1.6423e-04     0.0000621     
     30         2      8201      1.011e+01      1.011e+01     6.3336e-03     1.5550e-04      1.037e+01     1.0706e-03     3.5339e-05     0.0000621     

     31         0      8813      1.010e+01      1.010e+01     4.3166e-03     1.4777e-04      1.031e+01     4.3878e-04     8.7963e-05     0.0000479     
     31         1      9141      1.010e+01      1.010e+01     4.4553e-03     1.1465e-04      1.031e+01     1.4165e-05     2.6531e-06     0.0000479     

     32         0      9449      1.009e+01      1.009e+01     2.7945e-03     1.4889e-04      1.023e+01     5.1164e-04     1.2541e-04     0.0000312     
     32         1      9780      1.009e+01      1.009e+01     2.8652e-03     7.4140e-05      1.023e+01     1.2696e-04     8.0906e-06     0.0000312     

     33         0     10094      1.009e+01      1.009e+01     1.5551e-03     1.4909e-04      1.016e+01     2.3921e-04     1.4046e-04     0.0000169     
     33         1     10420      1.009e+01      1.009e+01     1.5428e-03     4.0555e-05      1.016e+01     7.0926e-05     7.5669e-06     0.0000169     

     34         0     10737      1.008e+01      1.008e+01     1.3474e-03     8.2405e-05      1.012e+01     8.4384e-04     7.7838e-05     0.0000087     
     34         1     11097      1.008e+01      1.008e+01     8.7318e-04     2.0550e-05      1.012e+01     1.2483e-04     2.8200e-06     0.0000087     

     35         0     11433      1.008e+01      1.008e+01     8.0221e-04     3.8844e-05      1.009e+01     6.5052e-04     3.7492e-05     0.0000027     
     35         1     11776      1.008e+01      1.008e+01     2.1144e-03     7.3251e-06      1.009e+01     1.9767e-03     3.3790e-06     0.0000027     
     35         2     12111      1.008e+01      1.008e+01     2.8765e-04     6.3676e-06      1.009e+01     5.6599e-05     3.3062e-07     0.0000027     

     36         0     12468      1.008e+01      1.008e+01     2.1670e-04     6.0920e-06      1.008e+01     2.1670e-04     6.0920e-06     0.0000000     
     36         1     13215      1.008e+01      1.008e+01     1.1809e-04     5.6964e-06      1.008e+01     1.1809e-04     5.6964e-06     0.0000000     
     36         2     13976      1.008e+01      1.008e+01     7.7925e-05     4.1670e-06      1.008e+01     7.7925e-05     4.1670e-06     0.0000000     
     36         3     14744      1.008e+01      1.008e+01     6.9288e-05     2.4255e-06      1.008e+01     6.9288e-05     2.4255e-06     0.0000000     
     36         4     15514      1.008e+01      1.008e+01     3.0981e-05     7.8389e-07      1.008e+01     3.0981e-05     7.8389e-07     0.0000000     
