# Constructed_SVDA iteration timing history
# Iter    Time (s)    Total Time (s)    Objective    max(abs(-S*Lam))   negative S   postive Lam
    0        0.02        0.02        215.285       0.0000      0     0
    1        0.64        0.66        300.286       7.0472      0     0
    2        0.40        1.06        195.734       3.7483      0     0
    3        0.33        1.39        175.615       3.1867      0     0
    4        0.38        1.77        119.631       1.8031      0     0
    5        0.71        2.48        31.0448       0.5741      0     0
    6        0.91        3.39        -3.53942       0.2430      0     0
    7        0.90        4.29        -14.3421       0.1486      0     0
    8        1.36        5.65        -15.9117       0.0541      0     0
    9        1.54        7.19        -13.6514       0.0307      0     0
   10        1.54        8.73        -10.2699       0.0170      0     0
   11        1.54        10.27        -7.54958       0.0054      0     0
   12        1.54        11.81        -6.56397       0.0025      0     0
   13        1.57        13.38        -6.10011       0.0015      0     0
    0        0.63        14.02        -5.63168       0.0014      0     0
    1        0.63        14.65        -5.63247       0.0014      0     0
    2        0.81        15.46        -5.6387       0.0014      0     0
    3        0.72        16.19        -5.62773       0.0014      0     0
    4        0.64        16.83        -5.63216       0.0014      0     0
    5        0.64        17.46        -5.61022       0.0014      0     1
    6        0.63        18.10        -5.63254       0.0014      0     1
    7        0.65        18.74        -5.61312       0.0013      0     0
    8        0.64        19.38        -5.63271       0.0013      0     0
    9        0.64        20.02        -5.63243       0.0013      0     1
   14        0.01        20.03        -5.63243       0.0013      0     1
