# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.47        0.47        264.654      0.000000     0     0
    1        6.42        6.89        264.542      0.000196     0     0
    2        6.30        13.19        264.314      0.001787     0     0
    3        6.33        19.51        263.857      0.009351     0     0
    4        6.34        25.86        263.016      0.031441     0     0
    5        6.35        32.21        261.891      0.053581     0     0
    6        6.35        38.55        259.952      0.066829     0     0
    7        6.37        44.92        256.804      0.071950     0     0
    8        6.37        51.29        253.052      0.073534     0     0
    9        6.37        57.66        248.763      0.074131     0     0
   10        6.42        64.08        243.883      0.074366     0     0
   11        6.41        70.48        238.399      0.074428     0     0
   12        6.37        76.85        232.296      0.074384     0     0
   13        6.36        83.21        225.564      0.074260     0     0
   14        6.36        89.58        218.193      0.074060     0     0
   15        6.36        95.94        210.172      0.073783     0     0
   16        6.37        102.31        201.489      0.073417     0     0
   17        6.37        108.68        192.129      0.072948     0     0
   18        6.37        115.04        182.074      0.072352     0     0
   19        6.37        121.41        171.298      0.071601     0     0
   20        6.37        127.78        159.764      0.070654     0     0
   21        6.36        134.15        147.417      0.069451     0     0
   22        6.37        140.52        134.168      0.067907     0     0
   23        6.37        146.89        119.87      0.065880     0     0
   24        6.70        153.58        104.248      0.063125     0     0
   25        6.70        160.28        86.7325      0.059132     0     0
   26        6.87        167.15        65.8151      0.052517     0     0
   27        7.95        175.10        35.1142      0.035967     0     0
   28        15.05        190.15        21.5714      0.021940     0     0
   29        13.22        203.37        17.2236      0.015136     0     0
   30        13.68        217.06        13.9027      0.008599     0     0
   31        20.20        237.26        12.5865      0.005566     0     0
   32        34.81        272.07        11.3774      0.002652     0     0
   33        24.68        296.74        10.9879      0.001683     0     0
   34        26.10        322.85        10.7419      0.001082     0     0
   35        27.24        350.08        10.5684      0.000678     0     0
   36        28.73        378.81        10.4197      0.000367     0     0
   37        30.32        409.13        10.33      0.000173     0     0
   38        32.11        441.23        10.293      0.000099     0     0
   39        33.01        474.24        10.271      0.000054     0     0
   40        33.22        507.46        10.2571      0.000027     0     0
   41        33.59        541.05        10.2497      0.000013     0     0
    0        17.33        558.39        10.2462      0.000005     0     0
    1        18.18        576.57        10.2461      0.000005     0     0
    2        17.54        594.11        10.2461      0.000004     0     0
   42        0.54        594.65        10.2461      0.000004     0     0
