# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.47        0.47        264.654      0.000000     0     0
    1        2.78        3.25        264.183      0.003391     0     0
    2        2.46        5.71        263.267      0.024626     0     0
    3        2.84        8.55        262.304      0.047314     0     0
    4        2.86        11.41        260.664      0.063861     0     0
    5        2.72        14.13        257.85      0.070985     0     0
    6        2.86        16.99        254.233      0.073215     0     0
    7        2.75        19.74        250.12      0.074004     0     0
    8        3.08        22.82        245.419      0.074319     0     0
    9        3.12        25.95        240.119      0.074422     0     0
   10        3.46        29.41        234.204      0.074407     0     0
   11        3.50        32.91        227.663      0.074305     0     0
   12        3.50        36.40        220.486      0.074128     0     0
   13        3.75        40.15        212.662      0.073875     0     0
   14        3.75        43.90        204.18      0.073538     0     0
   15        3.98        47.87        195.026      0.073101     0     0
   16        3.98        51.86        185.183      0.072546     0     0
   17        4.50        56.36        174.627      0.071845     0     0
   18        4.98        61.34        163.324      0.070961     0     0
   19        5.38        66.72        151.221      0.069843     0     0
   20        5.00        71.72        138.23      0.068410     0     0
   21        5.26        76.98        124.309      0.066554     0     0
   22        5.93        82.91        109.138      0.064059     0     0
   23        6.19        89.09        92.291      0.060524     0     0
   24        6.50        95.59        72.7048      0.054977     0     0
   25        6.52        102.10        45.4523      0.043247     0     0
   26        10.11        112.22        17.5062      0.034603     0     0
    0        3.83        116.05        16.6996      0.033437     0   429
    1        3.70        119.75        16.6174      0.022434     0   241
    2        3.72        123.47        16.2973      0.017028     0   363
    3        3.73        127.20        16.3978      0.016293     0   267
    4        3.69        130.89        16.2936      0.016437     0   371
    5        3.70        134.58        16.3492      0.015911     0   295
    6        3.71        138.29        16.2736      0.016225     0   402
    7        3.71        142.00        16.304      0.016181     0   350
    8        3.72        145.71        16.2454      0.016100     0   411
    9        3.70        149.41        16.2519      0.015936     0   393
   27        0.37        149.78        16.2519      0.015936     0   393
