# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.47        0.47        264.654      0.000000     0     0
    1        2.65        3.12        264.542      0.000196     0     0
    2        2.42        5.54        264.314      0.001787     0     0
    3        2.44        7.97        263.857      0.009351     0     0
    4        2.71        10.69        263.016      0.031441     0     0
    5        2.82        13.51        261.891      0.053581     0     0
    6        2.84        16.35        259.952      0.066829     0     0
    7        2.73        19.09        256.804      0.071950     0     0
    8        2.86        21.95        253.052      0.073534     0     0
    9        2.98        24.93        248.763      0.074131     0     0
   10        2.97        27.90        243.883      0.074366     0     0
   11        2.86        30.76        238.399      0.074428     0     0
   12        3.47        34.23        232.296      0.074384     0     0
   13        3.49        37.71        225.565      0.074260     0     0
   14        3.73        41.45        218.193      0.074060     0     0
   15        3.73        45.18        210.172      0.073783     0     0
   16        4.00        49.17        201.489      0.073417     0     0
   17        3.97        53.15        192.129      0.072947     0     0
   18        4.03        57.18        182.074      0.072351     0     0
   19        4.51        61.69        171.296      0.071600     0     0
   20        5.16        66.85        159.759      0.070652     0     0
   21        4.98        71.82        147.393      0.069448     0     0
   22        5.02        76.84        134.164      0.067906     0     0
   23        5.52        82.36        119.873      0.065881     0     0
   24        6.18        88.54        104.258      0.063127     0     0
   25        6.24        94.78        86.7469      0.059137     0     0
   26        6.54        101.32        65.8823      0.052543     0     0
   27        9.72        111.04        31.0956      0.036314     0     0
   28        9.68        120.71        28.6768      0.032111     0     0
   29        10.03        130.74        20.3076      0.033340     0     0
    0        3.80        134.54        20.3597      0.025962     0   488
    1        3.66        138.20        19.3641      0.021258     0   500
    2        3.68        141.87        19.2515      0.020408     0   453
    3        3.67        145.54        18.5003      0.025158     0   524
    4        3.69        149.23        18.4591      0.020295     0   418
    5        3.71        152.94        17.8239      0.023036     0   508
    6        3.68        156.62        17.8562      0.019264     0   373
    7        3.70        160.31        17.3205      0.021700     0   503
   30        0.37        160.68        17.3205      0.021700     0   503
