# Kona Param. Contn. convergence history (opt tol = 2.386485e-04 | feas tol = 1.000000e-06)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
      0     -----        20      2.647e+02      2.647e+02     2.3865e+00     0.0000e+00     ----------     ----------     ----------     1.0000     

      1         0        36      2.645e+02      2.645e+02     2.3865e+00     6.5217e-02      5.113e+00     8.9110e-04     1.2602e-03     0.9806766     
      1         1        76      2.645e+02      2.645e+02     2.3846e+00     6.6323e-02      5.113e+00     7.0891e-10     1.3357e-11     0.9806766     

      2         0       110      2.643e+02      2.643e+02     2.3820e+00     1.9652e-01      1.500e+01     3.5666e-03     8.6567e-03     0.9432746     
      2         1       153      2.643e+02      2.643e+02     2.3704e+00     1.9799e-01      1.500e+01     5.0464e-08     2.5240e-09     0.9432746     

      3         0       193      2.639e+02      2.639e+02     2.3609e+00     4.4489e-01      3.353e+01     1.9259e-02     4.2188e-02     0.8731063     
      3         1       237      2.639e+02      2.639e+02     2.3191e+00     4.2773e-01      3.353e+01     5.1382e-06     2.2541e-07     0.8731063     

      4         0       279      2.631e+02      2.631e+02     2.3403e+00     7.7252e-01      6.515e+01     1.2488e-01     1.3979e-01     0.7530691     
      4         1       324      2.630e+02      2.631e+02     2.3316e+00     6.3355e-01      6.518e+01     1.8291e-04     1.0166e-05     0.7530691     

      5         0       383      2.620e+02      2.622e+02     2.4812e+00     6.9929e-01      1.002e+02     4.1933e-01     1.8524e-01     0.6200840     
      5         1       434      2.619e+02      2.621e+02     2.5673e+00     5.7357e-01      1.003e+02     6.0283e-04     1.8049e-05     0.6200840     

      6         0       493      2.604e+02      2.605e+02     2.6167e+00     4.1467e-01      1.390e+02     7.6389e-01     1.4754e-01     0.4732489     
      6         1       546      2.600e+02      2.601e+02     2.7879e+00     3.9183e-01      1.393e+02     1.4545e-03     2.2720e-05     0.4732489     

      7         0       606      2.577e+02      2.578e+02     2.6330e+00     2.3125e-01      1.732e+02     1.0179e+00     1.0094e-01     0.3438345     
      7         1       652      2.568e+02      2.569e+02     2.8844e+00     2.4592e-01      1.737e+02     3.2735e-03     3.6983e-05     0.3438345     

      8         0       714      2.540e+02      2.540e+02     2.6266e+00     1.6195e-01      1.955e+02     1.1888e+00     7.8435e-02     0.2600578     
      8         1       768      2.531e+02      2.531e+02     2.9144e+00     1.6886e-01      1.962e+02     3.9439e-03     7.2233e-05     0.2600578     

      9         0       830      2.497e+02      2.497e+02     2.6249e+00     1.2139e-01      2.107e+02     1.3090e+00     6.2316e-02     0.2035375     
      9         1       891      2.488e+02      2.488e+02     2.9248e+00     1.2420e-01      2.115e+02     4.3056e-03     2.4958e-05     0.2035375     

     10         0       951      2.448e+02      2.449e+02     2.6224e+00     9.4268e-02      2.216e+02     1.3999e+00     5.0103e-02     0.1631815     
     10         1      1005      2.439e+02      2.439e+02     2.9277e+00     9.5562e-02      2.225e+02     4.6513e-03     1.6833e-05     0.1631815     

     11         0      1071      2.394e+02      2.394e+02     2.6169e+00     7.5374e-02      2.297e+02     1.4643e+00     4.0607e-02     0.1333900     
     11         1      1126      2.384e+02      2.384e+02     2.9268e+00     7.6030e-02      2.307e+02     4.9004e-03     4.2034e-05     0.1333900     

     12         0      1187      2.333e+02      2.333e+02     2.6090e+00     6.1731e-02      2.360e+02     1.5116e+00     3.3231e-02     0.1107921     
     12         1      1266      2.323e+02      2.323e+02     2.9231e+00     6.2093e-02      2.370e+02     5.0774e-03     5.7902e-06     0.1107921     

     13         0      1337      2.266e+02      2.266e+02     2.5990e+00     5.1592e-02      2.409e+02     1.5470e+00     2.7445e-02     0.0932615     
     13         1      1416      2.256e+02      2.256e+02     2.9170e+00     5.1807e-02      2.420e+02     5.1933e-03     9.9463e-06     0.0932615     

     14         0      1489      2.193e+02      2.193e+02     2.5866e+00     4.3876e-02      2.449e+02     1.5734e+00     2.2847e-02     0.0793955     
     14         1      1568      2.182e+02      2.182e+02     2.9083e+00     4.4014e-02      2.459e+02     5.2572e-03     1.2635e-05     0.0793955     

     15         0      1657      2.113e+02      2.113e+02     2.5716e+00     3.7891e-02      2.480e+02     1.5927e+00     1.9147e-02     0.0682382     
     15         1      1736      2.102e+02      2.102e+02     2.8969e+00     3.7985e-02      2.491e+02     5.2762e-03     2.7138e-05     0.0682382     

     16         0      1825      2.026e+02      2.026e+02     2.5537e+00     3.3177e-02      2.505e+02     1.6062e+00     1.6133e-02     0.0591198     
     16         1      1904      2.015e+02      2.015e+02     2.8821e+00     3.3245e-02      2.516e+02     5.2558e-03     3.5066e-05     0.0591198     

     17         0      2005      1.932e+02      1.933e+02     2.5323e+00     2.9420e-02      2.525e+02     1.6144e+00     1.3650e-02     0.0515597     
     17         1      2083      1.921e+02      1.921e+02     2.8634e+00     2.9470e-02      2.536e+02     5.1997e-03     4.8849e-05     0.0515597     

     18         0      2184      1.832e+02      1.832e+02     2.5066e+00     2.6401e-02      2.539e+02     1.6176e+00     1.1591e-02     0.0452050     
     18         1      2262      1.821e+02      1.821e+02     2.8397e+00     2.6433e-02      2.550e+02     5.1104e-03     6.6490e-05     0.0452050     

     19         0      2363      1.724e+02      1.724e+02     2.4757e+00     2.3967e-02      2.547e+02     1.6160e+00     9.8848e-03     0.0397903     
     19         1      2473      1.713e+02      1.713e+02     2.8100e+00     2.3972e-02      2.558e+02     4.9846e-03     1.0674e-04     0.0397903     

     20         0      2575      1.609e+02      1.609e+02     2.4383e+00     2.2021e-02      2.548e+02     1.6091e+00     8.5184e-03     0.0351112     
     20         1      2707      1.598e+02      1.598e+02     2.7726e+00     2.1969e-02      2.559e+02     4.8228e-03     8.2419e-05     0.0351112     

     21         0      2826      1.485e+02      1.485e+02     2.3925e+00     2.0534e-02      2.540e+02     1.5965e+00     7.6068e-03     0.0310036     
     21         1      2947      1.474e+02      1.474e+02     2.7253e+00     2.0336e-02      2.551e+02     4.6502e-03     3.7309e-05     0.0310036     

     22         0      3063      1.353e+02      1.353e+02     2.3355e+00     1.9628e-02      2.521e+02     1.5769e+00     7.6012e-03     0.0273439     
     22         1      3185      1.342e+02      1.342e+02     2.6646e+00     1.9006e-02      2.531e+02     4.3583e-03     5.1673e-05     0.0273439     

     23         0      3304      1.210e+02      1.210e+02     2.2628e+00     1.9960e-02      2.485e+02     1.5490e+00     9.8334e-03     0.0239916     
     23         1      3426      1.199e+02      1.199e+02     2.5849e+00     1.7915e-02      2.494e+02     4.0300e-03     7.6922e-05     0.0239916     

     24         0      3575      1.053e+02      1.053e+02     2.1665e+00     2.4374e-02      2.423e+02     1.5096e+00     1.7436e-02     0.0208179     
     24         1      3731      1.043e+02      1.043e+02     2.4767e+00     1.7008e-02      2.431e+02     3.5544e-03     1.1850e-04     0.0208179     

     25         0      3889      8.761e+01      8.763e+01     2.0303e+00     4.4951e-02      2.317e+02     1.4536e+00     4.1141e-02     0.0176391     
     25         1      4050      8.675e+01      8.676e+01     2.3197e+00     1.6201e-02      2.322e+02     2.7917e-03     1.7493e-04     0.0176391     

     26         0      4211      6.621e+01      6.623e+01     1.8108e+00     1.5165e-01      2.112e+02     1.3704e+00     1.4856e-01     0.0140726     
     26         1      4390      6.588e+01      6.590e+01     2.0598e+00     1.5300e-02      2.114e+02     1.3624e-03     1.4945e-03     0.0140726     

     27         0      4570      3.004e+01      3.014e+01     1.2619e+00     2.8048e+00      1.454e+02     1.2344e+00     2.7822e+00     0.0079642     
     27         1      4765      3.088e+01      3.097e+01     1.3077e+00     3.1825e-01      1.454e+02     7.7893e-02     3.1366e-01     0.0079642     

     28         0      5158      2.865e+01      2.865e+01     1.0278e+00     1.2047e-01      1.286e+02     7.8562e-01     1.2042e-01     0.0068235     
     28         1      5353      2.866e+01      2.869e+01     1.1755e+00     2.4184e-02      1.286e+02     3.1355e-02     1.8666e-02     0.0068235     

     29         0      5745      2.394e+01      2.389e+01     8.7435e-01     5.1183e-01      4.471e+01     8.4744e-01     5.1126e-01     0.0013635     
     29         1      5956      2.357e+01      2.365e+01     6.7435e-01     1.2565e-01      4.451e+01     4.8416e-01     1.2468e-01     0.0013635     

     30         0      6382      2.022e+01      2.022e+01     5.2907e-01     4.5178e-01      2.022e+01     5.2907e-01     4.5178e-01     0.0000000     
     30         1      6599      2.036e+01      2.033e+01     4.8780e-01     1.2274e-01      2.033e+01     4.8780e-01     1.2274e-01     0.0000000     
     30         2      6826      1.936e+01      1.933e+01     4.5262e-01     1.4179e-01      1.933e+01     4.5262e-01     1.4179e-01     0.0000000     
     30         3      7056      1.925e+01      1.925e+01     4.3376e-01     8.5135e-02      1.925e+01     4.3376e-01     8.5135e-02     0.0000000     
     30         4      7283      1.850e+01      1.846e+01     4.0476e-01     1.3362e-01      1.846e+01     4.0476e-01     1.3362e-01     0.0000000     
     30         5      7514      1.846e+01      1.845e+01     3.9369e-01     7.4872e-02      1.845e+01     3.9369e-01     7.4872e-02     0.0000000     
     30         6      7748      1.782e+01      1.780e+01     3.7045e-01     1.1508e-01      1.780e+01     3.7045e-01     1.1508e-01     0.0000000     
     30         7      7976      1.786e+01      1.785e+01     3.6355e-01     6.5822e-02      1.785e+01     3.6355e-01     6.5822e-02     0.0000000     
