# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.50        0.50        264.654      0.000000     0     0
    1        6.41        6.90        264.542      0.000196     0     0
    2        6.27        13.17        264.314      0.001787     0     0
    3        6.29        19.46        263.985      0.006704     0     0
    4        6.30        25.76        263.741      0.012030     0     0
    5        6.30        32.05        263.528      0.017466     0     0
    6        6.30        38.36        263.305      0.023565     0     0
    7        6.32        44.68        263.045      0.030695     0     0
    8        6.65        51.32        262.702      0.039256     0     0
    9        6.79        58.11        262.172      0.049543     0     0
   10        7.12        65.23        261.127      0.061018     0     0
   11        7.05        72.28        258.974      0.069311     0     0
   12        7.16        79.44        255.569      0.072692     0     0
   13        7.05        86.49        251.646      0.073802     0     0
   14        7.16        93.65        247.155      0.074239     0     0
   15        7.05        100.69        242.07      0.074402     0     0
   16        7.16        107.85        236.375      0.074423     0     0
   17        6.57        114.43        230.058      0.074350     0     0
   18        6.33        120.75        223.108      0.074200     0     0
   19        6.32        127.07        215.515      0.073974     0     0
   20        6.33        133.40        207.268      0.073668     0     0
   21        6.33        139.73        198.355      0.073270     0     0
   22        6.49        146.22        188.759      0.072773     0     0
   23        6.48        152.71        178.46      0.072114     0     0
   24        6.32        159.03        167.429      0.071302     0     0
   25        6.49        165.52        155.623      0.070274     0     0
   26        6.43        171.95        142.979      0.068966     0     0
   27        6.50        178.45        129.391      0.067278     0     0
   28        6.65        185.10        114.679      0.065034     0     0
   29        6.64        191.74        98.4966      0.061941     0     0
   30        6.82        198.56        80.0753      0.057287     0     0
   31        6.98        205.54        57.1004      0.048894     0     0
   32        17.56        223.10        23.5953      0.024823     0     0
   33        22.24        245.35        19.1481      0.018355     0     0
   34        16.79        262.13        16.8622      0.014486     0     0
   35        16.92        279.05        15.4088      0.011706     0     0
   36        14.93        293.98        14.2944      0.009414     0     0
   37        13.18        307.16        13.2467      0.007094     0     0
   38        26.59        333.76        12.245      0.004749     0     0
   39        28.54        362.30        11.4034      0.002722     0     0
   40        29.24        391.54        10.9553      0.001598     0     0
   41        30.84        422.38        10.701      0.000986     0     0
   42        31.44        453.82        10.5324      0.000598     0     0
   43        31.49        485.31        10.4006      0.000325     0     0
   44        31.49        516.80        10.3262      0.000165     0     0
   45        32.09        548.89        10.2921      0.000097     0     0
   46        31.79        580.69        10.2708      0.000054     0     0
   47        34.99        615.67        10.2568      0.000027     0     0
   48        35.14        650.81        10.2496      0.000013     0     0
   49        51.96        702.77        10.247      0.000006     0     0
    0        16.25        719.02        10.2449      0.000003     0     0
    1        18.20        737.23        10.2449      0.000003     0     0
    2        18.63        755.86        10.245      0.000003     0     0
   50        0.53        756.39        10.245      0.000003     0     0
