# Kona Param. Contn. convergence history (opt tol = 4.772971e-04 | feas tol = 1.000000e-06)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
      9         0      1126      2.370e+02      2.373e+02     5.1635e+00     5.2549e-01      1.680e+02     2.0381e+00     2.0517e-01     3.619577e-01          
      9         1      1196      2.357e+02      2.362e+02     5.7301e+00     5.3682e-01      1.689e+02     9.0123e-03     2.1606e-06     3.619577e-01          

     10         0      1265      2.283e+02      2.285e+02     5.1610e+00     4.1189e-01      1.847e+02     2.2917e+00     1.6953e-01     3.005017e-01          
     10         1      1335      2.268e+02      2.272e+02     5.7685e+00     4.1960e-01      1.858e+02     1.1033e-02     3.3974e-06     3.005017e-01          

     11         0      1404      2.183e+02      2.186e+02     5.1456e+00     3.3360e-01      1.979e+02     2.5069e+00     1.4113e-01     2.520129e-01          
     11         1      1474      2.168e+02      2.171e+02     5.7736e+00     3.3820e-01      1.991e+02     1.2352e-02     4.8074e-06     2.520129e-01          

     12         0      1543      2.073e+02      2.075e+02     5.1135e+00     2.7740e-01      2.084e+02     2.6638e+00     1.1681e-01     2.133556e-01          
     12         1      1613      2.057e+02      2.059e+02     5.7562e+00     2.8022e-01      2.098e+02     1.3128e-02     6.6550e-06     2.133556e-01          

     13         0      1682      1.951e+02      1.953e+02     5.0662e+00     2.3584e-01      2.168e+02     2.7790e+00     9.6420e-02     1.819317e-01          
     13         1      1752      1.934e+02      1.936e+02     5.7196e+00     2.3769e-01      2.183e+02     1.3648e-02     9.4293e-06     1.819317e-01          

     14         0      1822      1.816e+02      1.818e+02     5.0020e+00     2.0449e-01      2.234e+02     2.8620e+00     7.9366e-02     1.558964e-01          
     14         1      1892      1.799e+02      1.801e+02     5.6625e+00     2.0583e-01      2.250e+02     1.3967e-02     1.3835e-05     1.558964e-01          

     15         0      1962      1.668e+02      1.670e+02     4.9171e+00     1.8058e-01      2.283e+02     2.9174e+00     6.5031e-02     1.339285e-01          
     15         1      2032      1.650e+02      1.652e+02     5.5801e+00     1.8164e-01      2.299e+02     1.4048e-02     2.1121e-05     1.339285e-01          

     16         0      2102      1.505e+02      1.507e+02     4.8042e+00     1.6228e-01      2.314e+02     2.9463e+00     5.2871e-02     1.150231e-01          
     16         1      2172      1.487e+02      1.489e+02     5.4640e+00     1.6319e-01      2.330e+02     1.3817e-02     3.3741e-05     1.150231e-01          

     17         0      2242      1.325e+02      1.327e+02     4.6513e+00     1.4832e-01      2.322e+02     2.9471e+00     4.2471e-02     9.833968e-02          
     17         1      2312      1.307e+02      1.309e+02     5.2993e+00     1.4912e-01      2.336e+02     1.3144e-02     5.6782e-05     9.833968e-02          

     18         0      2382      1.124e+02      1.126e+02     4.4361e+00     1.3786e-01      2.295e+02     2.9140e+00     3.3911e-02     8.305822e-02          
     18         1      2452      1.107e+02      1.109e+02     5.0584e+00     1.3837e-01      2.308e+02     1.1759e-02     1.0028e-04     8.305822e-02          

     19         0      2523      8.954e+01      8.976e+01     4.1109e+00     1.3143e-01      2.207e+02     2.8351e+00     3.2736e-02     6.812242e-02          
     19         1      2593      8.813e+01      8.836e+01     4.6811e+00     1.2974e-01      2.216e+02     8.9332e-03     1.6906e-04     6.812242e-02          

     20         0      2683      6.148e+01      6.174e+01     3.5394e+00     1.6584e-01      1.977e+02     2.6832e+00     1.0759e-01     5.134008e-02          
     20         1      2754      6.119e+01      6.146e+01     3.9922e+00     1.2010e-01      1.978e+02     1.7479e-03     4.1459e-05     5.134008e-02          

     21         0      2845      1.723e+01      1.786e+01     2.0584e+00     5.1514e+00      1.117e+02     2.4081e+00     5.0284e+00     2.342968e-02          
     21         1      2997      2.432e+01      2.471e+01     2.0377e+00     1.8751e+00      1.130e+02     2.0338e-01     1.8282e+00     2.342968e-02          

     22         0      3256      1.693e+01      1.730e+01     1.1788e+00     1.0174e+00      7.871e+01     1.2180e+00     9.9784e-01     1.526589e-02          
     22         1      3461      1.812e+01      1.835e+01     1.3891e+00     1.7403e-01      7.916e+01     2.3673e-02     1.5894e-01     1.526589e-02          

     23         0      3761      1.339e+01      1.366e+01     6.5668e-01     1.1238e+00      4.826e+01     8.7102e-01     1.1128e+00     8.332483e-03          
     23         1      4038      1.404e+01      1.415e+01     7.7207e-01     1.0730e-01      4.858e+01     2.6828e-02     1.0068e-01     8.332483e-03          

     24         0      4250      1.218e+01      1.230e+01     3.7802e-01     5.0745e-01      3.207e+01     4.5339e-01     5.0416e-01     4.705821e-03          
     24         1      4552      1.232e+01      1.238e+01     4.4517e-01     2.8541e-02      3.213e+01     5.1085e-02     2.3205e-02     4.705821e-03          

     25         0      5117      1.129e+01      1.133e+01     2.1399e-01     2.5349e-01      2.203e+01     2.6277e-01     2.5257e-01     2.522026e-03          
     25         1      5433      1.130e+01      1.132e+01     2.3530e-01     9.9527e-03      2.202e+01     1.2228e-02     6.2880e-03     2.522026e-03          

     26         0      5737      1.098e+01      1.100e+01     1.5053e-01     4.1044e-02      1.876e+01     1.3520e-01     4.0507e-02     1.825046e-03          
     26         1      6057      1.099e+01      1.100e+01     1.7014e-01     5.4874e-03      1.876e+01     6.2204e-03     1.9451e-03     1.825046e-03          

     27         0      6367      1.062e+01      1.063e+01     9.1455e-02     6.9311e-02      1.504e+01     9.8516e-02     6.9138e-02     1.032803e-03          
     27         1      6706      1.061e+01      1.062e+01     9.8449e-02     1.2599e-02      1.503e+01     5.2699e-02     1.2375e-02     1.032803e-03          

     28         0      7355      1.042e+01      1.042e+01     5.0756e-02     2.9407e-02      1.216e+01     4.9306e-02     2.9350e-02     4.052249e-04          
     28         1      7926      1.030e+01      1.031e+01     3.8321e-02     1.6422e-02      1.204e+01     3.0585e-03     1.6366e-02     4.052249e-04          

     29         0      9182      1.017e+01      1.017e+01     1.8856e-02     2.2914e-02      1.085e+01     2.1833e-02     2.2901e-02     1.583075e-04          
     29         1      9853      1.016e+01      1.016e+01     1.4645e-02     5.1771e-04      1.084e+01     4.6182e-04     3.0058e-04     1.583075e-04          

     30         0     10554      1.010e+01      1.010e+01     7.0561e-03     5.3817e-03      1.037e+01     8.5034e-03     5.3749e-03     6.125579e-05          
     30         1     11248      1.011e+01      1.011e+01     7.3968e-03     2.8420e-04      1.037e+01     3.6675e-03     2.3617e-04     6.125579e-05          

     31         0     12669      1.009e+01      1.009e+01     3.1849e-03     3.0524e-04      1.025e+01     3.2974e-03     2.8847e-04     3.661761e-05          
     31         1     13346      1.009e+01      1.009e+01     3.5389e-03     8.7255e-05      1.025e+01     2.5298e-04     7.2492e-06     3.661761e-05          

     32         0     14086      1.009e+01      1.009e+01     1.9999e-03     1.5896e-04      1.018e+01     1.9968e-03     1.4767e-04     2.068352e-05          
     32         1     14768      1.009e+01      1.009e+01     1.9768e-03     5.0968e-05      1.018e+01     1.1242e-04     1.3945e-05     2.068352e-05          

     33         0     15507      1.008e+01      1.008e+01     1.0591e-03     1.5269e-04      1.012e+01     1.1332e-03     1.4939e-04     8.650165e-06          
     33         1     16260      1.008e+01      1.008e+01     8.1125e-04     2.1691e-05      1.012e+01     3.6747e-05     6.3388e-06     8.650165e-06          

     34         0     17010      1.008e+01      1.008e+01     4.4848e-04     4.8333e-05      1.009e+01     4.8128e-04     4.6893e-05     3.011695e-06          
     34         1     17736      1.008e+01      1.008e+01     2.6709e-04     7.8016e-06      1.009e+01     3.3946e-05     2.8651e-06     3.011695e-06          

     35         0     18497      1.008e+01      1.008e+01     1.2351e-04     9.7117e-06      1.009e+01     1.7406e-04     8.7030e-06     1.375075e-06          
     35         1     19251      1.008e+01      1.008e+01     1.4277e-04     3.3442e-06      1.009e+01     1.2214e-04     7.3632e-07     1.375075e-06          

     36         0     20002      1.008e+01      1.008e+01     3.4954e-04     5.9295e-06      1.008e+01     3.5808e-04     5.8445e-06     1.735507e-07          
     36         1     20734      1.008e+01      1.008e+01     3.6320e-05     7.2622e-07      1.008e+01     3.5314e-05     5.4059e-07     1.735507e-07          

     37         0     21508      1.008e+01      1.008e+01     4.7506e-05     8.9888e-07      1.008e+01     4.7710e-05     8.9348e-07     1.204024e-08          

     38         0     22354      1.008e+01      1.008e+01     4.7113e-04     9.0283e-07      1.008e+01     4.7074e-04     8.9785e-07     1.116712e-08          

     39         0     23173      1.008e+01      1.008e+01     3.8405e-04     9.0089e-07      1.008e+01     3.8390e-04     8.9874e-07     5.022140e-09          

     40         0     24101      1.008e+01      1.008e+01     3.9473e-04     9.0089e-07      1.008e+01     3.9459e-04     8.9879e-07     4.907529e-09          

     41         0     25018      1.008e+01      1.008e+01     3.8883e-04     9.0090e-07      1.008e+01     3.8869e-04     8.9883e-07     4.837315e-09          

     42         0     25917      1.008e+01      1.008e+01     3.8379e-04     9.0091e-07      1.008e+01     3.8365e-04     8.9883e-07     4.837295e-09          

     43         0     26819      1.008e+01      1.008e+01     1.9571e-03     1.0033e-06      1.008e+01     1.9570e-03     1.0029e-06     9.772305e-10          
     43         1     27628      1.008e+01      1.008e+01     2.2580e-04     1.3560e-07      1.008e+01     2.2579e-04     1.3544e-07     9.772305e-10          

     44         0     28549      1.008e+01      1.008e+01     1.2135e-03     2.2415e-07      1.008e+01     1.2135e-03     2.2414e-07     1.086415e-11          
     44         1     29454      1.008e+01      1.008e+01     1.1755e-03     2.2576e-07      1.008e+01     1.1755e-03     2.2576e-07     1.086415e-11          

     45         0     31618      1.008e+01      1.008e+01     4.7106e-03     4.1992e-07      1.008e+01     4.7106e-03     4.1992e-07     0.000000e+00          
     45         1     32528      1.008e+01      1.008e+01     6.9401e-03     4.4280e-07      1.008e+01     6.9401e-03     4.4280e-07     0.000000e+00          
     45         2     33432      1.010e+01      1.008e+01     9.3324e-01     1.6783e-01      1.008e+01     9.3324e-01     1.6783e-01     0.000000e+00          
     45         3     34556      1.010e+01      1.007e+01     5.6428e-01     1.6796e-01      1.007e+01     5.6428e-01     1.6796e-01     0.000000e+00          
     45         4     35688      1.010e+01      1.007e+01     5.5395e-01     1.6813e-01      1.007e+01     5.5395e-01     1.6813e-01     0.000000e+00          
     45         5     36730      1.010e+01      1.007e+01     5.6928e-01     1.6990e-01      1.007e+01     5.6928e-01     1.6990e-01     0.000000e+00          
     45         6     38048      1.010e+01      1.007e+01     5.4708e-01     1.7306e-01      1.007e+01     5.4708e-01     1.7306e-01     0.000000e+00          
     45         7     39294      1.010e+01      1.008e+01     8.9483e-01     1.7306e-01      1.008e+01     8.9483e-01     1.7306e-01     0.000000e+00          
     45         8     40645      1.010e+01      1.007e+01     5.6595e-01     1.7311e-01      1.007e+01     5.6595e-01     1.7311e-01     0.000000e+00          
     45         9     41926      1.010e+01      1.007e+01     5.1093e-01     1.7330e-01      1.007e+01     5.1093e-01     1.7330e-01     0.000000e+00          
