@ Predictor 
@ Outer Iter 0 
@ Inner Iter 0 
@ self.mu 1.000000e+00 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.772971e+00
# iters            rel. res.
      0            1.000000e+00
      1            0.000000e+00
@ Corrector 
@ Outer Iter 1 
@ Inner Iter 0 
@ self.mu 9.897470e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 8.690701e-04
# iters            rel. res.
      0            1.000000e+00
      1            9.379374e-01
      2            1.622247e-01
      3            4.911900e-03
      4            3.684987e-05
@ Predictor 
@ Outer Iter 1 
@ Inner Iter 1 
@ self.mu 9.897470e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.821899e+00
# iters            rel. res.
      0            1.000000e+00
      1            4.403682e-02
      2            1.868877e-02
      3            5.881840e-04
      4            9.884283e-07
@ Corrector 
@ Outer Iter 2 
@ Inner Iter 0 
@ self.mu 9.696380e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 5.284229e-03
# iters            rel. res.
      0            1.000000e+00
      1            6.944099e-01
      2            4.845941e-01
      3            1.825901e-02
      4            5.849190e-04
      5            6.444488e-07
@ Predictor 
@ Outer Iter 2 
@ Inner Iter 1 
@ self.mu 9.696380e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.917721e+00
# iters            rel. res.
      0            1.000000e+00
      1            1.351090e-01
      2            1.189728e-01
      3            5.325037e-03
      4            2.700739e-05
@ Corrector 
@ Outer Iter 3 
@ Inner Iter 0 
@ self.mu 9.309178e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.637150e-02
# iters            rel. res.
      0            1.000000e+00
      1            7.485935e-01
      2            3.875448e-01
      3            8.376171e-02
      4            4.598755e-03
      5            2.389228e-06
@ Predictor 
@ Outer Iter 3 
@ Inner Iter 1 
@ self.mu 9.309178e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 5.102737e+00
# iters            rel. res.
      0            1.000000e+00
      1            3.368541e-01
      2            3.347998e-01
      3            2.853241e-02
      4            3.456884e-04
      5            6.933893e-06
@ Corrector 
@ Outer Iter 4 
@ Inner Iter 0 
@ self.mu 8.590624e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.141509e-01
# iters            rel. res.
      0            1.000000e+00
      1            9.532981e-01
      2            2.830726e-01
      3            1.444379e-01
      4            2.230765e-02
      5            9.880983e-06
@ Predictor 
@ Outer Iter 4 
@ Inner Iter 1 
@ self.mu 8.590624e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 5.485493e+00
# iters            rel. res.
      0            1.000000e+00
      1            6.885825e-01
      2            6.315022e-01
      3            1.128658e-01
      4            3.234776e-03
      5            3.095142e-05
@ Corrector 
@ Outer Iter 5 
@ Inner Iter 0 
@ self.mu 7.403326e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.172447e-01
# iters            rel. res.
      0            1.000000e+00
      1            9.931292e-01
      2            2.129193e-01
      3            1.449528e-01
      4            7.483115e-02
      5            5.262342e-05
@ Predictor 
@ Outer Iter 5 
@ Inner Iter 1 
@ self.mu 7.403326e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 6.572836e+00
# iters            rel. res.
      0            1.000000e+00
      1            7.444854e-01
      2            7.045607e-01
      3            2.545067e-01
      4            1.933931e-02
      5            1.310257e-04
      6            1.307866e-04
      7            4.076936e-07
@ Corrector 
@ Outer Iter 6 
@ Inner Iter 0 
@ self.mu 6.307126e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 8.888674e-01
# iters            rel. res.
      0            1.000000e+00
      1            9.138860e-01
      2            1.614457e-01
      3            1.217035e-01
      4            1.126098e-01
      5            7.017861e-05
@ Predictor 
@ Outer Iter 6 
@ Inner Iter 1 
@ self.mu 6.307126e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 8.284666e+00
# iters            rel. res.
      0            1.000000e+00
      1            6.324260e-01
      2            4.799608e-01
      3            3.103130e-01
      4            3.450407e-02
      5            3.496432e-04
      6            2.920294e-04
      7            8.211052e-07
@ Corrector 
@ Outer Iter 7 
@ Inner Iter 0 
@ self.mu 5.302586e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.357607e+00
# iters            rel. res.
      0            1.000000e+00
      1            9.034545e-01
      2            1.277687e-01
      3            1.090998e-01
      4            1.087613e-01
      5            9.307812e-05
@ Predictor 
@ Outer Iter 7 
@ Inner Iter 1 
@ self.mu 5.302586e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.039035e+01
# iters            rel. res.
      0            1.000000e+00
      1            6.183145e-01
      2            2.800830e-01
      3            2.791955e-01
      4            1.643428e-02
      5            5.990003e-04
      6            4.357189e-04
      7            1.962970e-06
@ Corrector 
@ Outer Iter 8 
@ Inner Iter 0 
@ self.mu 4.389021e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.744610e+00
# iters            rel. res.
      0            1.000000e+00
      1            9.294202e-01
      2            1.070648e-01
      3            9.930024e-02
      4            9.474558e-02
      5            1.369031e-04
      6            2.736181e-05
@ Predictor 
@ Outer Iter 8 
@ Inner Iter 1 
@ self.mu 4.389021e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.292608e+01
# iters            rel. res.
      0            1.000000e+00
      1            6.942437e-01
      2            6.835550e-01
      3            4.866254e-01
      4            1.005290e-01
      5            8.078321e-04
      6            5.641139e-04
      7            3.960020e-06
@ Corrector 
@ Outer Iter 9 
@ Inner Iter 0 
@ self.mu 3.619577e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.048371e+00
# iters            rel. res.
      0            1.000000e+00
      1            9.539233e-01
      2            8.896518e-02
      3            8.587976e-02
      4            7.858729e-02
      5            2.922647e-05
@ Predictor 
@ Outer Iter 9 
@ Inner Iter 1 
@ self.mu 3.619577e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.588608e+01
# iters            rel. res.
      0            1.000000e+00
      1            7.861042e-01
      2            7.641200e-01
      3            5.831660e-01
      4            3.271968e-01
      5            9.941080e-04
      6            7.352100e-04
      7            1.328525e-05
@ Corrector 
@ Outer Iter 10 
@ Inner Iter 0 
@ self.mu 3.005017e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.297972e+00
# iters            rel. res.
      0            1.000000e+00
      1            9.698875e-01
      2            7.251255e-02
      3            7.128147e-02
      4            6.296084e-02
      5            1.076743e-04
      6            1.973880e-05
@ Predictor 
@ Outer Iter 10 
@ Inner Iter 1 
@ self.mu 3.005017e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.922615e+01
# iters            rel. res.
      0            1.000000e+00
      1            8.573610e-01
      2            7.861222e-01
      3            6.520702e-01
      4            5.498364e-01
      5            1.247802e-03
      6            9.917636e-04
      7            2.533349e-04
      8            5.526877e-05
@ Corrector 
@ Outer Iter 11 
@ Inner Iter 0 
@ self.mu 2.520130e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.510894e+00
# iters            rel. res.
      0            1.000000e+00
      1            9.795823e-01
      2            5.921027e-02
      3            5.867213e-02
      4            5.032804e-02
      5            1.050788e-04
      6            6.975010e-05
@ Predictor 
@ Outer Iter 11 
@ Inner Iter 1 
@ self.mu 2.520130e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.292123e+01
# iters            rel. res.
      0            1.000000e+00
      1            9.055350e-01
      2            7.991938e-01
      3            6.991187e-01
      4            6.737933e-01
      5            1.639574e-03
      6            1.442790e-03
      7            9.102519e-04
      8            4.545509e-04
      9            1.987579e-05
@ Corrector 
@ Outer Iter 12 
@ Inner Iter 0 
@ self.mu 2.133556e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.666352e+00
# iters            rel. res.
      0            1.000000e+00
      1            9.856946e-01
      2            4.946405e-02
      3            4.916650e-02
      4            4.145057e-02
      5            3.048402e-04
      6            2.919874e-04
      7            2.001407e-04
      8            5.466433e-05
@ Predictor 
@ Outer Iter 12 
@ Inner Iter 1 
@ self.mu 2.133556e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.697640e+01
# iters            rel. res.
      0            1.000000e+00
      1            9.370462e-01
      2            8.106478e-01
      3            7.317497e-01
      4            7.290895e-01
      5            2.305297e-03
      6            2.111203e-03
      7            3.570965e-04
      8            2.851665e-04
      9            3.940877e-05
@ Corrector 
@ Outer Iter 13 
@ Inner Iter 0 
@ self.mu 1.819318e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.780689e+00
# iters            rel. res.
      0            1.000000e+00
      1            9.897075e-01
      2            4.221283e-02
      3            4.199493e-02
      4            3.532602e-02
      5            4.092298e-04
      6            3.977003e-04
      7            3.581366e-04
      8            3.580433e-04
      9            3.105676e-06
@ Predictor 
@ Outer Iter 13 
@ Inner Iter 1 
@ self.mu 1.819318e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.142276e+01
# iters            rel. res.
      0            1.000000e+00
      1            9.577700e-01
      2            8.216115e-01
      3            7.553568e-01
      4            7.550998e-01
      5            3.334971e-03
      6            3.203769e-03
      7            1.277130e-03
      8            1.077420e-03
      9            8.419718e-05
@ Corrector 
@ Outer Iter 14 
@ Inner Iter 0 
@ self.mu 1.558964e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.863136e+00
# iters            rel. res.
      0            1.000000e+00
      1            9.924463e-01
      2            3.650187e-02
      3            3.629684e-02
      4            3.096133e-02
      5            6.596792e-04
      6            6.435426e-04
      7            5.527994e-04
      8            4.634232e-04
      9            5.551699e-06
@ Predictor 
@ Outer Iter 14 
@ Inner Iter 1 
@ self.mu 1.558964e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.629518e+01
# iters            rel. res.
      0            1.000000e+00
      1            9.715960e-01
      2            8.319444e-01
      3            7.727186e-01
      4            7.695653e-01
      5            5.049835e-03
