# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.12        0.12        264.654      0.000000     0     0
    1        1.00        1.12        264.418      0.000217     0     0
    2        1.23        2.35        263.942      0.001973     0     0
    3        1.24        3.59        262.981      0.010750     0     0
    4        1.23        4.82        261.814      0.030033     0     0
    5        1.20        6.02        260.913      0.050172     0     0
    6        1.18        7.20        260.085      0.071445     0     0
    7        1.15        8.35        259.2      0.095596     0     0
    8        1.13        9.49        258.148      0.124061     0     0
    9        1.19        10.68        256.741      0.158473     0     0
   10        1.33        12.01        254.56      0.199334     0     0
   11        1.27        13.27        251.403      0.235521     0     0
   12        1.20        14.48        246.967      0.261165     0     0
   13        1.33        15.81        240.997      0.276677     0     0
   14        1.27        17.08        233.46      0.285044     0     0
   15        1.12        18.20        224.514      0.289088     0     0
   16        1.33        19.53        214.345      0.290585     0     0
   17        1.30        20.83        203.017      0.290427     0     0
   18        1.23        22.06        190.489      0.288958     0     0
   19        1.34        23.40        176.682      0.286207     0     0
   20        1.29        24.69        161.498      0.281974     0     0
   21        1.23        25.92        144.808      0.275815     0     0
   22        1.34        27.26        126.412      0.266898     0     0
   23        1.28        28.53        105.95      0.253603     0     0
   24        1.21        29.74        82.6238      0.232226     0     0
   25        1.45        31.19        54.1673      0.190929     0     0
   26        3.90        35.09        16.651      0.076623     0     0
   27        2.95        38.04        17.8684      0.071016     0     0
   28        2.76        40.80        17.2417      0.064898     0     0
   29        1.88        42.68        15.9031      0.054989     0     0
   30        1.88        44.56        14.7266      0.045267     0     0
   31        1.96        46.53        13.7934      0.036904     0     0
   32        2.01        48.54        13.0527      0.029765     0     0
   33        2.23        50.77        12.4087      0.023394     0     0
   34        2.57        53.34        11.8714      0.017892     0     0
   35        2.53        55.87        11.4114      0.013217     0     0
   36        2.62        58.49        11.1089      0.010050     0     0
   37        2.58        61.07        10.8795      0.007663     0     0
   38        3.00        64.07        10.6173      0.005029     0     0
   39        4.74        68.81        10.4075      0.002965     0     0
   40        6.02        74.83        10.2147      0.001487     0     0
   41        6.17        81.00        10.1091      0.000397     0     0
   42        8.50        89.49        10.1052      0.000294     0     0
   43        5.81        95.30        10.0991      0.000229     0     0
   44        6.13        101.42        10.092      0.000163     0     0
   45        6.39        107.82        10.0864      0.000089     0     0
   46        6.66        114.47        10.0837      0.000042     0     0
   47        6.55        121.02        10.0819      0.000015     0     0
   48        6.65        127.67        10.0817      0.000006     0     0
   49        6.63        134.30        10.0817      0.000001     0     0
   50        0.36        134.66        10.0818      0.000001     0     0
