# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.17        0.17        264.654      0.000000     0     0
    1        1.57        1.74        264.418      0.000217     0     0
    2        0.82        2.56        263.942      0.001973     0     0
    3        0.78        3.34        262.981      0.010750     0     0
    4        0.78        4.12        261.814      0.030033     0     0
    5        0.80        4.92        260.913      0.050172     0     0
    6        0.78        5.69        260.085      0.071445     0     0
    7        0.78        6.48        259.2      0.095596     0     0
    8        0.81        7.29        258.148      0.124062     0     0
    9        0.80        8.09        256.741      0.158476     0     0
   10        0.79        8.88        254.56      0.199337     0     0
   11        0.84        9.72        251.402      0.235524     0     0
   12        0.85        10.57        246.966      0.261167     0     0
   13        0.80        11.37        240.997      0.276679     0     0
   14        0.80        12.17        233.459      0.285045     0     0
   15        0.83        13.00        224.513      0.289089     0     0
   16        0.79        13.79        214.344      0.290585     0     0
   17        0.79        14.58        203.015      0.290427     0     0
   18        0.79        15.37        190.486      0.288958     0     0
   19        0.80        16.18        176.679      0.286206     0     0
   20        0.80        16.98        161.495      0.281973     0     0
   21        0.83        17.81        144.804      0.275813     0     0
   22        0.80        18.60        126.408      0.266895     0     0
   23        0.80        19.40        105.945      0.253600     0     0
   24        0.88        20.29        82.6185      0.232220     0     0
   25        1.14        21.42        54.1605      0.190916     0     0
   26        2.35        23.77        16.6481      0.076490     0     0
   27        1.63        25.40        17.6647      0.069248     0     0
   28        1.17        26.57        16.8804      0.062285     0     0
   29        1.17        27.74        15.5703      0.052382     0     0
   30        1.17        28.91        14.4787      0.043058     0     0
   31        1.21        30.12        13.5795      0.034935     0     0
   32        1.26        31.38        12.8873      0.028128     0     0
   33        1.25        32.64        12.2595      0.021894     0     0
   34        1.36        33.99        11.7468      0.016624     0     0
   35        1.40        35.39        11.3175      0.012234     0     0
   36        1.48        36.88        11.0547      0.009482     0     0
   37        1.56        38.44        10.8239      0.007094     0     0
   38        2.85        41.29        10.5534      0.004454     0     0
   39        3.13        44.42        10.372      0.002634     0     0
   40        3.61        48.04        10.1988      0.001344     0     0
   41        3.57        51.61        10.1044      0.000330     0     0
   42        3.66        55.28        10.1035      0.000276     0     0
   43        3.72        59.00        10.0967      0.000202     0     0
   44        5.53        64.52        10.0893      0.000118     0     0
   45        3.87        68.40        10.0848      0.000061     0     0
   46        4.00        72.39        10.0833      0.000036     0     0
   47        3.95        76.35        10.0819      0.000014     0     0
   48        3.97        80.32        10.0817      0.000006     0     0
   49        3.95        84.26        10.0817      0.000001     0     0
   50        0.18        84.44        10.0818      0.000001     0     0
