# Constructed_SVDA iteration timing history
# Iter    Time (s)    Total Time (s)    Objective    max(abs(-S*Lam))   negative S   postive Lam
    0        0.01        0.01        215.285       0.0000      0     0
    1        0.98        0.99        300.286       7.0472      0     0
    2        0.41        1.41        195.734       3.7483      0     0
    3        0.33        1.74        175.615       3.1867      0     0
    4        0.38        2.12        119.631       1.8031      0     0
    5        0.71        2.83        31.0448       0.5741      0     0
    6        0.93        3.76        -3.53942       0.2430      0     0
    7        0.92        4.68        -14.3421       0.1486      0     0
    8        1.43        6.12        -15.9117       0.0541      0     0
    9        1.60        7.72        -13.6514       0.0307      0     0
   10        1.54        9.25        -10.2699       0.0170      0     0
   11        1.61        10.86        -7.54958       0.0054      0     0
   12        1.57        12.43        -6.56397       0.0025      0     0
   13        1.55        13.98        -6.10011       0.0015      0     0
    0        0.63        14.60        -5.63168       0.0014      0     0
    1        0.63        15.24        -5.63247       0.0014      0     0
    2        0.62        15.86        -5.6387       0.0014      0     0
    3        0.63        16.49        -5.62773       0.0014      0     0
    4        0.65        17.14        -5.63216       0.0014      0     0
    5        0.64        17.77        -5.61022       0.0014      0     1
    6        0.62        18.39        -5.63254       0.0014      0     1
    7        0.62        19.01        -5.61312       0.0013      0     0
    8        0.62        19.63        -5.63271       0.0013      0     0
    9        0.64        20.27        -5.63243       0.0013      0     1
   14        0.01        20.27        -5.63243       0.0013      0     1
