# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.12        0.12        264.654      0.000000     0     0
    1        1.72        1.84        264.418      0.000217     0     0
    2        1.09        2.94        263.942      0.001973     0     0
    3        1.16        4.10        262.981      0.010750     0     0
    4        0.97        5.07        261.814      0.030033     0     0
    5        0.77        5.84        260.913      0.050172     0     0
    6        0.78        6.62        260.085      0.071445     0     0
    7        0.77        7.39        259.2      0.095596     0     0
    8        0.83        8.22        258.148      0.124062     0     0
    9        1.11        9.34        256.741      0.158476     0     0
   10        0.76        10.10        254.56      0.199337     0     0
   11        0.76        10.86        251.402      0.235524     0     0
   12        0.76        11.63        246.966      0.261167     0     0
   13        0.76        12.39        240.997      0.276679     0     0
   14        0.76        13.15        233.459      0.285045     0     0
   15        0.76        13.91        224.513      0.289089     0     0
   16        0.76        14.68        214.344      0.290585     0     0
   17        0.76        15.44        203.015      0.290427     0     0
   18        0.77        16.20        190.486      0.288958     0     0
   19        0.91        17.12        176.679      0.286206     0     0
   20        0.86        17.97        161.495      0.281973     0     0
   21        0.83        18.80        144.804      0.275813     0     0
   22        0.82        19.62        126.408      0.266896     0     0
   23        0.77        20.39        105.945      0.253600     0     0
   24        0.91        21.30        82.6185      0.232221     0     0
   25        0.91        22.21        54.161      0.190915     0     0
   26        3.47        25.68        15.1778      0.076733     0     0
   27        2.33        28.00        18.1199      0.130555     0     0
   28        1.48        29.48        17.9787      0.082974     0     0
   29        1.43        30.91        17.6215      0.067668     0     0
   30        1.39        32.30        16.9874      0.063081     0     0
   31        1.52        33.82        15.7636      0.053951     0     0
   32        1.62        35.44        14.6295      0.044441     0     0
   33        1.77        37.21        13.7245      0.036236     0     0
   34        2.06        39.27        12.9839      0.029114     0     0
   35        2.30        41.57        12.359      0.022871     0     0
   36        2.40        43.96        11.8203      0.017392     0     0
   37        2.47        46.43        11.3832      0.012908     0     0
   38        2.49        48.92        11.0913      0.009868     0     0
   39        2.52        51.44        10.8613      0.007480     0     0
   40        3.72        55.16        10.597      0.004820     0     0
   41        4.69        59.85        10.3039      0.002020     0     0
   42        3.68        63.53        10.163      0.000952     0     0
   43        7.92        71.46        10.1056      0.000292     0     0
   44        5.52        76.97        10.0945      0.000184     0     0
   45        5.54        82.51        10.0881      0.000125     0     0
   46        5.89        88.40        10.0837      0.000042     0     0
   47        5.65        94.06        10.082      0.000016     0     0
   48        5.73        99.79        10.0817      0.000007     0     0
    0        2.85        102.64        10.0817      0.000001     0     0
   49        0.13        102.77        10.0817      0.000001     0     0
