#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 6.342510e+01
# initial gradient norm     = 4.776911e+00
# initial constraint norm   = 6.324495e+01
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.258925e+00
      1     9.937372e-01     9.324671e-01     9.951482e-01     9.901390e-01     6.681071e-03     6.954373e-02     1.258925e+00
      2     9.774402e-01     7.697118e-01     9.818447e-01     9.795789e-01     8.864862e-03     1.129478e-01     1.258925e+00
      3     9.768812e-01     7.618548e-01     9.814208e-01     9.795879e-01     1.042107e-02     1.195148e-01     1.258925e+00
      4     9.626392e-01     7.071001e-01     9.678944e-01     9.686941e-01     9.857713e-03     1.561977e-01     1.258925e+00
      5     9.590707e-01     6.978348e-01     9.644213e-01     9.586353e-01     1.777577e-02     2.953558e-01     1.258925e+00
      6     9.447973e-01     7.448460e-01     9.490390e-01     9.530927e-01     1.636503e-02     3.037680e-01     1.258925e+00
      7     9.447235e-01     7.447535e-01     9.489655e-01     9.551958e-01     1.676568e-02     3.530865e-01     1.258925e+00
      8     9.319141e-01     8.640453e-01     9.334678e-01     9.440406e-01     1.530113e-02     3.681831e-01     1.258925e+00
      9     9.223170e-01     8.062446e-01     9.248997e-01     9.439896e-01     2.415539e-02     5.161481e-01     1.258925e+00
     10     9.153928e-01     7.971619e-01     9.180188e-01     9.569442e-01     2.458485e-02     5.375238e-01     1.258925e+00
     11     9.125849e-01     7.849425e-01     9.154033e-01     9.587398e-01     2.860375e-02     6.272837e-01     1.258925e+00
     12     9.085613e-01     7.542429e-01     9.119128e-01     9.613705e-01     2.918734e-02     6.292956e-01     1.258925e+00
     13     9.047101e-01     6.799472e-01     9.093785e-01     9.620733e-01     3.544749e-02     6.634670e-01     1.258925e+00
     14     9.044231e-01     6.826496e-01     9.090380e-01     9.787363e-01     3.120692e-02     8.268990e-01     1.258925e+00
     15     9.015669e-01     6.852168e-01     9.060826e-01     9.732327e-01     3.370115e-02     8.943666e-01     1.258925e+00
     16     9.005408e-01     6.789697e-01     9.051493e-01     9.748037e-01     3.038363e-02     9.001630e-01     1.258925e+00
     17     8.997194e-01     6.686767e-01     9.044950e-01     9.709988e-01     3.324807e-02     9.693512e-01     1.258925e+00
     18     8.995513e-01     6.719935e-01     9.042653e-01     9.669943e-01     3.058787e-02     1.071214e+00     1.258925e+00
     19     8.961747e-01     6.725413e-01     9.008167e-01     9.595252e-01     3.258034e-02     1.109642e+00     1.258925e+00
     20     8.957131e-01     6.719030e-01     9.003578e-01     9.599526e-01     2.936033e-02     1.111591e+00     1.258925e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 8.957131e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 9.003578e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.118353e-04
# initial residual norm     = 1.959609e+00
# initial gradient norm     = 3.573833e-01
# initial constraint norm   = 1.926745e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.288250e+00
      1     9.749107e-01     7.798662e-01     9.809313e-01     9.683459e-01     1.204789e-02     1.787399e-01     1.288250e+00
      2     9.413359e-01     4.763661e-01     9.533061e-01     9.520664e-01     2.053045e-02     2.508795e-01     1.288250e+00
      3     9.408994e-01     4.712665e-01     9.529475e-01     9.508175e-01     2.094951e-02     2.599608e-01     1.288250e+00
      4     9.252356e-01     3.971478e-01     9.381295e-01     9.374077e-01     2.545472e-02     3.163789e-01     1.288250e+00
      5     9.223460e-01     3.980161e-01     9.351689e-01     9.198558e-01     2.730699e-02     4.131521e-01     1.288250e+00
      6     9.056173e-01     4.938810e-01     9.164975e-01     9.151806e-01     2.555053e-02     4.247514e-01     1.288250e+00
      7     9.019308e-01     4.531440e-01     9.134561e-01     9.105467e-01     2.646805e-02     4.556883e-01     1.288250e+00
      8     8.935790e-01     3.843754e-01     9.060199e-01     9.035305e-01     2.538197e-02     4.799494e-01     1.288250e+00
      9     8.932069e-01     3.812217e-01     9.056862e-01     8.996485e-01     2.559725e-02     5.031398e-01     1.288250e+00
     10     8.864034e-01     4.122396e-01     8.982741e-01     8.993867e-01     2.421670e-02     5.032067e-01     1.288250e+00
     11     8.823113e-01     3.747634e-01     8.946644e-01     8.924823e-01     2.822418e-02     5.433855e-01     1.288250e+00
     12     8.788691e-01     3.469074e-01     8.915409e-01     8.908378e-01     2.721701e-02     5.462734e-01     1.288250e+00
     13     8.788260e-01     3.464970e-01     8.915024e-01     8.913865e-01     2.741118e-02     5.627717e-01     1.288250e+00
     14     8.756431e-01     3.665333e-01     8.879801e-01     8.947035e-01     2.547736e-02     5.696681e-01     1.288250e+00
     15     8.737966e-01     3.309738e-01     8.865779e-01     8.916259e-01     2.526793e-02     5.831577e-01     1.288250e+00
     16     8.729761e-01     3.254187e-01     8.858123e-01     8.938116e-01     2.456927e-02     5.859058e-01     1.288250e+00
     17     8.723184e-01     3.277836e-01     8.851118e-01     8.977573e-01     2.573496e-02     6.182188e-01     1.288250e+00
     18     8.698978e-01     3.325243e-01     8.825831e-01     8.986931e-01     2.716005e-02     6.189012e-01     1.288250e+00
     19     8.690940e-01     3.257980e-01     8.818499e-01     8.993992e-01     2.867916e-02     6.423055e-01     1.288250e+00
     20     8.682644e-01     3.318665e-01     8.809263e-01     9.115160e-01     2.714353e-02     6.737654e-01     1.288250e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 8.682644e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 8.809263e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.407085e-04
# initial residual norm     = 1.769777e+00
# initial gradient norm     = 1.493504e-01
# initial constraint norm   = 1.763464e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.318257e+00
      1     9.987663e-01     9.654918e-01     9.990010e-01     9.972874e-01     1.051812e-03     1.680549e-02     1.318257e+00
      2     9.920200e-01     7.908568e-01     9.933157e-01     9.924667e-01     1.813606e-03     3.605726e-02     1.318257e+00
      3     9.906842e-01     7.187859e-01     9.923654e-01     9.914805e-01     3.344851e-03     4.323085e-02     1.318257e+00
      4     9.854966e-01     7.765127e-01     9.868357e-01     9.855980e-01     4.220578e-03     6.440427e-02     1.318257e+00
      5     9.828146e-01     7.640229e-01     9.842083e-01     9.831507e-01     5.201124e-03     8.210769e-02     1.318257e+00
      6     9.810001e-01     6.841074e-01     9.828057e-01     9.826053e-01     5.041535e-03     8.321437e-02     1.318257e+00
      7     9.806609e-01     6.604913e-01     9.825806e-01     9.817709e-01     5.367234e-03     1.002021e-01     1.318257e+00
      8     9.793240e-01     6.763987e-01     9.811590e-01     9.805158e-01     5.048683e-03     1.023589e-01     1.318257e+00
      9     9.771897e-01     6.241564e-01     9.792623e-01     9.798249e-01     6.734452e-03     1.090117e-01     1.318257e+00
     10     9.763964e-01     6.290979e-01     9.784422e-01     9.793199e-01     6.195433e-03     1.093836e-01     1.318257e+00
     11     9.758062e-01     6.605347e-01     9.777004e-01     9.769899e-01     7.125570e-03     1.327315e-01     1.318257e+00
     12     9.740605e-01     7.445964e-01     9.755114e-01     9.763724e-01     7.366619e-03     1.330207e-01     1.318257e+00
     13     9.721661e-01     6.819189e-01     9.739356e-01     9.758252e-01     8.998915e-03     1.520813e-01     1.318257e+00
     14     9.714221e-01     6.942969e-01     9.731248e-01     9.793736e-01     8.079481e-03     1.577321e-01     1.318257e+00
     15     9.697380e-01     7.289506e-01     9.712495e-01     9.816486e-01     8.870187e-03     1.990052e-01     1.318257e+00
     16     9.684372e-01     6.828748e-01     9.701818e-01     9.844336e-01     8.306731e-03     2.083058e-01     1.318257e+00
     17     9.674809e-01     6.031315e-01     9.695998e-01     9.838110e-01     8.891129e-03     2.209830e-01     1.318257e+00
     18     9.674510e-01     6.050018e-01     9.695615e-01     9.979017e-01     8.689472e-03     3.194743e-01     1.318257e+00
     19     9.661072e-01     6.183239e-01     9.681506e-01     9.970357e-01     8.861434e-03     3.307680e-01     1.318257e+00
     20     9.660842e-01     6.196444e-01     9.681214e-01     9.985158e-01     8.596812e-03     3.622891e-01     1.318257e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 9.660842e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 9.681214e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.379641e-04
# initial residual norm     = 1.785754e+00
# initial gradient norm     = 1.685369e-01
# initial constraint norm   = 1.777783e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.348963e+00
      1     9.927717e-01     7.118471e-01     9.949369e-01     9.931557e-01     2.807955e-03     3.475373e-02     1.348963e+00
      2     9.872310e-01     5.208635e-01     9.904273e-01     9.904140e-01     4.052029e-03     4.555578e-02     1.348963e+00
      3     9.864794e-01     5.028438e-01     9.897550e-01     9.890203e-01     4.476671e-03     5.331504e-02     1.348963e+00
      4     9.825574e-01     5.000086e-01     9.858239e-01     9.853844e-01     5.441764e-03     6.731743e-02     1.348963e+00
      5     9.805890e-01     4.983597e-01     9.838519e-01     9.801252e-01     6.271724e-03     9.310529e-02     1.348963e+00
      6     9.771197e-01     5.119183e-01     9.803002e-01     9.800166e-01     5.592693e-03     9.319647e-02     1.348963e+00
      7     9.753115e-01     4.764476e-01     9.786427e-01     9.761247e-01     5.654630e-03     1.120453e-01     1.348963e+00
      8     9.722598e-01     4.748365e-01     9.755810e-01     9.750311e-01     5.297862e-03     1.147086e-01     1.348963e+00
      9     9.720379e-01     4.693952e-01     9.753816e-01     9.739743e-01     5.422118e-03     1.212873e-01     1.348963e+00
     10     9.702610e-01     4.313783e-01     9.737529e-01     9.737920e-01     5.465056e-03     1.214713e-01     1.348963e+00
     11     9.692293e-01     3.934585e-01     9.728602e-01     9.719263e-01     6.018955e-03     1.296216e-01     1.348963e+00
     12     9.682143e-01     4.176044e-01     9.717493e-01     9.720289e-01     5.853042e-03     1.296458e-01     1.348963e+00
     13     9.673732e-01     4.041974e-01     9.709548e-01     9.715309e-01     6.231914e-03     1.363638e-01     1.348963e+00
     14     9.669242e-01     3.882206e-01     9.705620e-01     9.713889e-01     6.021667e-03     1.364819e-01     1.348963e+00
     15     9.665313e-01     3.694015e-01     9.702330e-01     9.708547e-01     6.321712e-03     1.427686e-01     1.348963e+00
     16     9.663728e-01     3.750203e-01     9.700543e-01     9.714789e-01     5.974711e-03     1.444224e-01     1.348963e+00
     17     9.654965e-01     3.487064e-01     9.692618e-01     9.707925e-01     6.134528e-03     1.479626e-01     1.348963e+00
     18     9.653703e-01     3.470831e-01     9.691403e-01     9.710599e-01     5.854791e-03     1.482703e-01     1.348963e+00
     19     9.650705e-01     3.586193e-01     9.688011e-01     9.707522e-01     6.031058e-03     1.507436e-01     1.348963e+00
     20     9.647209e-01     3.686505e-01     9.684159e-01     9.715625e-01     5.603758e-03     1.522714e-01     1.348963e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 9.647209e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 9.684159e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.472955e-04
# initial residual norm     = 1.731431e+00
# initial gradient norm     = 6.996029e-02
# initial constraint norm   = 1.730017e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.380384e+00
      1     9.994991e-01     8.993941e-01     9.996546e-01     9.995857e-01     5.328670e-04     2.936649e-03     1.380384e+00
      2     9.991976e-01     8.708762e-01     9.993940e-01     9.994148e-01     4.211888e-04     3.361702e-03     1.380384e+00
      3     9.989254e-01     8.540461e-01     9.991451e-01     9.989505e-01     7.909358e-04     7.303271e-03     1.380384e+00
      4     9.981226e-01     8.176018e-01     9.983911e-01     9.984477e-01     7.136081e-04     8.686049e-03     1.380384e+00
      5     9.978553e-01     8.024099e-01     9.981436e-01     9.979678e-01     1.018151e-03     1.227518e-02     1.380384e+00
      6     9.973596e-01     8.180627e-01     9.976264e-01     9.980216e-01     7.405318e-04     1.228753e-02     1.380384e+00
      7     9.971646e-01     8.089613e-01     9.974433e-01     9.977964e-01     1.001117e-03     1.502504e-02     1.380384e+00
      8     9.969822e-01     8.053310e-01     9.972654e-01     9.978233e-01     9.019174e-04     1.503218e-02     1.380384e+00
      9     9.967717e-01     7.927590e-01     9.970711e-01     9.974854e-01     1.191204e-03     1.829237e-02     1.380384e+00
     10     9.964817e-01     7.958332e-01     9.967767e-01     9.978084e-01     1.010561e-03     1.873003e-02     1.380384e+00
     11     9.962645e-01     7.963011e-01     9.965587e-01     9.973556e-01     1.410123e-03     2.430659e-02     1.380384e+00
     12     9.960362e-01     8.165619e-01     9.963032e-01     9.979481e-01     1.125272e-03     2.576949e-02     1.380384e+00
     13     9.958338e-01     8.144757e-01     9.961034e-01     9.977622e-01     1.402524e-03     2.974426e-02     1.380384e+00
     14     9.956789e-01     8.239972e-01     9.959354e-01     9.985857e-01     1.246629e-03     3.207327e-02     1.380384e+00
     15     9.955045e-01     8.304336e-01     9.957521e-01     9.983090e-01     1.474114e-03     3.959689e-02     1.380384e+00
     16     9.950865e-01     8.712353e-01     9.952764e-01     1.002319e+00     1.056371e-03     5.322790e-02     1.380384e+00
     17     9.947499e-01     8.352551e-01     9.949898e-01     1.002365e+00     1.357369e-03     5.986832e-02     1.380384e+00
     18     9.945910e-01     8.274348e-01     9.948414e-01     1.004145e+00     1.061330e-03     6.709608e-02     1.380384e+00
     19     9.944488e-01     8.125413e-01     9.947190e-01     1.003896e+00     1.245555e-03     7.125329e-02     1.380384e+00
     20     9.943127e-01     8.148934e-01     9.945796e-01     1.007162e+00     1.059105e-03     8.628781e-02     1.380384e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 9.943127e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 9.945796e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.444783e-04
# initial residual norm     = 1.746262e+00
# initial gradient norm     = 8.554011e-02
# initial constraint norm   = 1.744165e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.412538e+00
      1     9.993637e-01     9.214354e-01     9.995438e-01     9.992841e-01     4.376698e-04     4.302076e-03     1.412538e+00
      2     9.968267e-01     6.717143e-01     9.974810e-01     9.973573e-01     7.914184e-04     1.269704e-02     1.412538e+00
      3     9.965817e-01     6.539628e-01     9.972639e-01     9.965432e-01     9.617515e-04     1.742079e-02     1.412538e+00
      4     9.936073e-01     8.354221e-01     9.939574e-01     9.937078e-01     1.508531e-03     2.891949e-02     1.412538e+00
      5     9.927846e-01     7.232805e-01     9.933447e-01     9.927583e-01     1.591560e-03     3.459644e-02     1.412538e+00
      6     9.920585e-01     6.679641e-01     9.927105e-01     9.925978e-01     1.555907e-03     3.487645e-02     1.412538e+00
      7     9.916458e-01     6.649905e-01     9.923018e-01     9.917877e-01     1.838426e-03     4.050843e-02     1.412538e+00
      8     9.907224e-01     6.718976e-01     9.913657e-01     9.912297e-01     1.990925e-03     4.196002e-02     1.412538e+00
      9     9.904824e-01     6.507769e-01     9.911591e-01     9.908409e-01     2.241074e-03     4.559260e-02     1.412538e+00
     10     9.899926e-01     6.769250e-01     9.906264e-01     9.908486e-01     2.130119e-03     4.559293e-02     1.412538e+00
     11     9.890932e-01     6.283443e-01     9.898024e-01     9.896109e-01     2.545035e-03     5.191965e-02     1.412538e+00
     12     9.887591e-01     6.254946e-01     9.894721e-01     9.895462e-01     2.493021e-03     5.194498e-02     1.412538e+00
     13     9.885552e-01     6.232869e-01     9.892712e-01     9.894254e-01     2.637221e-03     5.623293e-02     1.412538e+00
     14     9.879131e-01     6.310558e-01     9.886162e-01     9.891023e-01     2.549140e-03     5.670126e-02     1.412538e+00
     15     9.877272e-01     6.098661e-01     9.884620e-01     9.888884e-01     2.710279e-03     5.973690e-02     1.412538e+00
     16     9.874485e-01     6.166707e-01     9.881727e-01     9.895052e-01     2.464220e-03     6.132163e-02     1.412538e+00
     17     9.870965e-01     5.810867e-01     9.878719e-01     9.891150e-01     2.639916e-03     6.351057e-02     1.412538e+00
     18     9.868639e-01     5.700480e-01     9.876545e-01     9.893343e-01     2.498560e-03     6.368929e-02     1.412538e+00
     19     9.867369e-01     5.647756e-01     9.875345e-01     9.896205e-01     2.665426e-03     6.878588e-02     1.412538e+00
     20     9.865165e-01     5.563353e-01     9.873253e-01     9.917752e-01     2.620431e-03     7.713631e-02     1.412538e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 9.865165e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 9.873253e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.468630e-04
# initial residual norm     = 1.733401e+00
# initial gradient norm     = 6.520356e-02
# initial constraint norm   = 1.732174e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.445440e+00
      1     9.997646e-01     9.717805e-01     9.998037e-01     9.994013e-01     1.928980e-04     3.779181e-03     1.445440e+00
      2     9.982408e-01     8.346939e-01     9.984535e-01     9.982000e-01     3.436028e-04     8.926631e-03     1.445440e+00
      3     9.980254e-01     8.055782e-01     9.982718e-01     9.976681e-01     5.736543e-04     1.246841e-02     1.445440e+00
      4     9.968446e-01     7.844879e-01     9.971134e-01     9.969395e-01     7.336602e-04     1.515190e-02     1.445440e+00
      5     9.965121e-01     7.193898e-01     9.968502e-01     9.964415e-01     1.042866e-03     1.851359e-02     1.445440e+00
      6     9.962454e-01     7.108713e-01     9.965918e-01     9.963987e-01     1.021725e-03     1.856886e-02     1.445440e+00
      7     9.961091e-01     7.089224e-01     9.964573e-01     9.960783e-01     1.204959e-03     2.092908e-02     1.445440e+00
      8     9.956113e-01     7.225633e-01     9.959451e-01     9.958618e-01     1.352681e-03     2.142427e-02     1.445440e+00
      9     9.953824e-01     6.953009e-01     9.957435e-01     9.954728e-01     1.600588e-03     2.415109e-02     1.445440e+00
     10     9.951506e-01     7.207711e-01     9.954857e-01     9.955493e-01     1.563432e-03     2.423459e-02     1.445440e+00
     11     9.947169e-01     7.403624e-01     9.950312e-01     9.949831e-01     1.812425e-03     2.650392e-02     1.445440e+00
     12     9.944915e-01     7.575740e-01     9.947872e-01     9.950800e-01     1.718357e-03     2.658311e-02     1.445440e+00
     13     9.942957e-01     7.457934e-01     9.946038e-01     9.948849e-01     1.919204e-03     2.987287e-02     1.445440e+00
     14     9.941217e-01     7.493102e-01     9.944258e-01     9.953313e-01     1.829487e-03     3.071839e-02     1.445440e+00
     15     9.939084e-01     7.118186e-01     9.942513e-01     9.950670e-01     2.000185e-03     3.278638e-02     1.445440e+00
     16     9.938519e-01     7.179516e-01     9.941886e-01     9.960334e-01     1.916263e-03     3.760948e-02     1.445440e+00
     17     9.935140e-01     7.143309e-01     9.938540e-01     9.957584e-01     2.092929e-03     3.844121e-02     1.445440e+00
     18     9.934588e-01     7.210645e-01     9.937918e-01     9.970126e-01     1.978676e-03     4.276895e-02     1.445440e+00
     19     9.933019e-01     6.814788e-01     9.936743e-01     9.968815e-01     2.151141e-03     4.678149e-02     1.445440e+00
     20     9.931868e-01     6.621580e-01     9.935776e-01     9.975808e-01     2.031242e-03     4.905768e-02     1.445440e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 9.931868e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 9.935776e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.474092e-04
# initial residual norm     = 1.730269e+00
# initial gradient norm     = 5.321270e-02
# initial constraint norm   = 1.729451e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.479108e+00
      1     9.998857e-01     9.672290e-01     9.999161e-01     9.998801e-01     1.565316e-04     1.044631e-03     1.479108e+00
      2     9.991174e-01     8.490837e-01     9.992487e-01     9.991429e-01     3.169593e-04     4.584934e-03     1.479108e+00
      3     9.990402e-01     8.447203e-01     9.991750e-01     9.986277e-01     4.134603e-04     8.295446e-03     1.479108e+00
      4     9.976618e-01     1.008339e+00     9.976517e-01     9.975286e-01     6.558575e-04     1.254245e-02     1.479108e+00
      5     9.974926e-01     9.283137e-01     9.975558e-01     9.972905e-01     7.744360e-04     1.452995e-02     1.479108e+00
      6     9.970437e-01     8.060613e-01     9.972072e-01     9.970952e-01     8.118317e-04     1.510714e-02     1.479108e+00
      7     9.969526e-01     8.013104e-01     9.971197e-01     9.969646e-01     9.470345e-04     1.665669e-02     1.479108e+00
      8     9.964224e-01     8.232342e-01     9.965721e-01     9.965470e-01     1.123969e-03     1.778777e-02     1.479108e+00
      9     9.964108e-01     8.200108e-01     9.965630e-01     9.964331e-01     1.155833e-03     1.918249e-02     1.479108e+00
     10     9.957918e-01     9.234445e-01     9.958578e-01     9.957167e-01     1.265904e-03     2.095107e-02     1.479108e+00
     11     9.956847e-01     8.970096e-01     9.957735e-01     9.958684e-01     1.354257e-03     2.373219e-02     1.479108e+00
     12     9.953704e-01     8.783964e-01     9.954746e-01     9.957059e-01     1.265075e-03     2.394648e-02     1.479108e+00
     13     9.951839e-01     8.507417e-01     9.953107e-01     9.962008e-01     1.397041e-03     2.960282e-02     1.479108e+00
     14     9.948664e-01     8.408872e-01     9.950009e-01     9.961224e-01     1.345039e-03     2.963973e-02     1.479108e+00
     15     9.948157e-01     8.212966e-01     9.949657e-01     9.966718e-01     1.428371e-03     3.365295e-02     1.479108e+00
     16     9.946171e-01     7.901292e-01     9.947908e-01     9.974643e-01     1.244273e-03     3.519440e-02     1.479108e+00
     17     9.943631e-01     7.495241e-01     9.945664e-01     9.972613e-01     1.330990e-03     3.785711e-02     1.479108e+00
     18     9.943453e-01     7.542735e-01     9.945451e-01     9.974692e-01     1.254497e-03     3.827200e-02     1.479108e+00
     19     9.942392e-01     7.505311e-01     9.944416e-01     9.975275e-01     1.389865e-03     4.222601e-02     1.479108e+00
     20     9.941268e-01     7.727942e-01     9.943130e-01     9.976606e-01     1.181767e-03     4.256368e-02     1.479108e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 9.941268e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 9.943130e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.479313e-04
# initial residual norm     = 1.727788e+00
# initial gradient norm     = 5.675150e-02
# initial constraint norm   = 1.726856e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.513561e+00
      1     9.994580e-01     8.421158e-01     9.996145e-01     9.994324e-01     4.237675e-04     3.610693e-03     1.513561e+00
      2     9.988974e-01     8.166040e-01     9.990763e-01     9.989937e-01     5.300386e-04     5.483559e-03     1.513561e+00
      3     9.987863e-01     8.061788e-01     9.989742e-01     9.986356e-01     6.194374e-04     7.815437e-03     1.513561e+00
      4     9.979100e-01     7.432576e-01     9.981499e-01     9.981058e-01     8.043771e-04     9.874071e-03     1.513561e+00
      5     9.976718e-01     7.273538e-01     9.979241e-01     9.976465e-01     9.404970e-04     1.261496e-02     1.513561e+00
      6     9.971480e-01     8.579816e-01     9.972878e-01     9.972094e-01     9.304675e-04     1.371171e-02     1.513561e+00
      7     9.967565e-01     8.249869e-01     9.969260e-01     9.968781e-01     1.072102e-03     1.718364e-02     1.513561e+00
      8     9.965136e-01     7.784543e-01     9.967233e-01     9.967466e-01     1.003357e-03     1.745089e-02     1.513561e+00
      9     9.962926e-01     7.365604e-01     9.965366e-01     9.965940e-01     1.126071e-03     1.953884e-02     1.513561e+00
     10     9.961224e-01     7.276725e-01     9.963732e-01     9.966366e-01     1.037163e-03     1.956280e-02     1.513561e+00
     11     9.959392e-01     6.649030e-01     9.962373e-01     9.964772e-01     1.124912e-03     2.165413e-02     1.513561e+00
     12     9.958764e-01     6.609748e-01     9.961773e-01     9.965253e-01     1.042811e-03     2.168578e-02     1.513561e+00
     13     9.956898e-01     6.554716e-01     9.959944e-01     9.963524e-01     1.210372e-03     2.376235e-02     1.513561e+00
     14     9.956560e-01     6.575097e-01     9.959592e-01     9.964155e-01     1.137236e-03     2.391416e-02     1.513561e+00
     15     9.955338e-01     6.492335e-01     9.958427e-01     9.961976e-01     1.292178e-03     2.496980e-02     1.513561e+00
     16     9.953919e-01     6.741872e-01     9.956828e-01     9.963671e-01     1.212610e-03     2.528028e-02     1.513561e+00
     17     9.953171e-01     6.739885e-01     9.956081e-01     9.962028e-01     1.310620e-03     2.662000e-02     1.513561e+00
     18     9.952676e-01     6.867744e-01     9.955491e-01     9.965119e-01     1.231607e-03     2.878492e-02     1.513561e+00
     19     9.950872e-01     6.573666e-01     9.953900e-01     9.963716e-01     1.365483e-03     2.955934e-02     1.513561e+00
     20     9.950102e-01     6.537930e-01     9.953155e-01     9.971728e-01     1.278158e-03     3.179395e-02     1.513561e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 9.950102e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 9.953155e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.487319e-04
# initial residual norm     = 1.723722e+00
# initial gradient norm     = 5.353316e-02
# initial constraint norm   = 1.722891e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.548817e+00
      1     9.996995e-01     9.211136e-01     9.997724e-01     9.995277e-01     2.926880e-04     3.263153e-03     1.548817e+00
      2     9.992413e-01     8.098354e-01     9.994068e-01     9.992113e-01     3.829419e-04     4.693510e-03     1.548817e+00
      3     9.991137e-01     7.677516e-01     9.993112e-01     9.990652e-01     5.295110e-04     5.762444e-03     1.548817e+00
      4     9.984409e-01     7.489429e-01     9.986517e-01     9.985951e-01     5.613227e-04     7.574458e-03     1.548817e+00
      5     9.983674e-01     7.184920e-01     9.985997e-01     9.984889e-01     6.702457e-04     8.694416e-03     1.548817e+00
      6     9.982129e-01     7.144543e-01     9.984479e-01     9.984341e-01     6.537819e-04     8.803333e-03     1.548817e+00
      7     9.981355e-01     7.071854e-01     9.983754e-01     9.983026e-01     7.731873e-04     1.002440e-02     1.548817e+00
      8     9.978827e-01     7.116413e-01     9.981194e-01     9.981017e-01     8.478674e-04     1.065730e-02     1.548817e+00
      9     9.978148e-01     6.846622e-01     9.980696e-01     9.980478e-01     9.622135e-04     1.148735e-02     1.548817e+00
     10     9.976995e-01     6.944920e-01     9.979478e-01     9.980089e-01     9.076066e-04     1.151364e-02     1.548817e+00
     11     9.975437e-01     6.975334e-01     9.977897e-01     9.978305e-01     1.007781e-03     1.299036e-02     1.548817e+00
