#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 6.342510e+01
# initial gradient norm     = 4.776911e+00
# initial constraint norm   = 6.324495e+01
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
     12     9.975046e-01     7.083155e-01     9.977433e-01     9.978580e-01     9.602046e-04     1.301512e-02     1.548817e+00
     13     9.974115e-01     6.859151e-01     9.976652e-01     9.977723e-01     1.059672e-03     1.469283e-02     1.548817e+00
     14     9.972987e-01     7.115692e-01     9.975350e-01     9.980161e-01     9.664618e-04     1.501224e-02     1.548817e+00
     15     9.971967e-01     7.109361e-01     9.974334e-01     9.979120e-01     1.053884e-03     1.657428e-02     1.548817e+00
     16     9.971353e-01     7.173620e-01     9.973675e-01     9.981317e-01     9.522860e-04     1.723976e-02     1.548817e+00
     17     9.970068e-01     6.917448e-01     9.972564e-01     9.981084e-01     1.010018e-03     1.815291e-02     1.548817e+00
     18     9.969890e-01     6.952431e-01     9.972362e-01     9.988101e-01     9.461584e-04     2.021942e-02     1.548817e+00
     19     9.968561e-01     6.658496e-01     9.971226e-01     9.986551e-01     1.118460e-03     2.219599e-02     1.548817e+00
     20     9.967719e-01     6.574661e-01     9.970437e-01     9.995267e-01     1.022153e-03     2.484631e-02     1.548817e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 9.967719e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 9.970437e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.487459e-04
# initial residual norm     = 1.723506e+00
# initial gradient norm     = 4.856986e-02
# initial constraint norm   = 1.722822e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.584893e+00
      1     9.998317e-01     9.400762e-01     9.998778e-01     9.998078e-01     1.999253e-04     1.544490e-03     1.584893e+00
      2     9.993473e-01     8.390989e-01     9.994644e-01     9.993724e-01     3.180763e-04     3.723277e-03     1.584893e+00
      3     9.992653e-01     8.192385e-01     9.993955e-01     9.991291e-01     4.177571e-04     5.486508e-03     1.584893e+00
      4     9.985462e-01     7.496792e-01     9.987194e-01     9.986477e-01     5.919591e-04     7.557590e-03     1.584893e+00
      5     9.985038e-01     7.292907e-01     9.986889e-01     9.985595e-01     6.558107e-04     8.391676e-03     1.584893e+00
      6     9.982196e-01     7.619334e-01     9.983852e-01     9.983479e-01     7.200877e-04     9.122202e-03     1.584893e+00
      7     9.981640e-01     7.616895e-01     9.983297e-01     9.982097e-01     7.899342e-04     1.047285e-02     1.584893e+00
      8     9.978770e-01     7.270893e-01     9.980630e-01     9.980275e-01     8.436781e-04     1.110119e-02     1.584893e+00
      9     9.978552e-01     7.172035e-01     9.980469e-01     9.979758e-01     8.933190e-04     1.216988e-02     1.584893e+00
     10     9.976913e-01     7.524695e-01     9.978622e-01     9.978857e-01     8.934040e-04     1.231496e-02     1.584893e+00
     11     9.976529e-01     7.424351e-01     9.978298e-01     9.978569e-01     9.532446e-04     1.464674e-02     1.584893e+00
     12     9.975044e-01     7.365694e-01     9.976846e-01     9.979160e-01     9.131963e-04     1.470127e-02     1.584893e+00
     13     9.974253e-01     7.212317e-01     9.976144e-01     9.979358e-01     1.033206e-03     1.806967e-02     1.584893e+00
     14     9.972839e-01     7.129653e-01     9.974777e-01     9.979578e-01     1.025319e-03     1.807745e-02     1.584893e+00
     15     9.972721e-01     7.036577e-01     9.974711e-01     9.980430e-01     1.064142e-03     1.979912e-02     1.584893e+00
     16     9.971524e-01     6.762603e-01     9.973664e-01     9.983726e-01     1.032447e-03     2.052828e-02     1.584893e+00
     17     9.971079e-01     6.752850e-01     9.973224e-01     9.982152e-01     1.130972e-03     2.339652e-02     1.584893e+00
     18     9.970012e-01     7.249697e-01     9.971879e-01     9.986732e-01     1.046766e-03     2.449566e-02     1.584893e+00
     19     9.969248e-01     7.239997e-01     9.971120e-01     9.988595e-01     1.151896e-03     2.670587e-02     1.584893e+00
     20     9.968136e-01     7.425473e-01     9.969899e-01     9.995936e-01     1.104507e-03     2.895019e-02     1.584893e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 9.968136e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 9.969899e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.486914e-04
# initial residual norm     = 1.723819e+00
# initial gradient norm     = 5.009043e-02
# initial constraint norm   = 1.723091e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.621810e+00
      1     9.997620e-01     9.383676e-01     9.998123e-01     9.995725e-01     1.835086e-04     2.815277e-03     1.621810e+00
      2     9.992690e-01     8.262105e-01     9.994026e-01     9.993000e-01     2.416838e-04     4.033620e-03     1.621810e+00
      3     9.990789e-01     7.593071e-01     9.992572e-01     9.990122e-01     4.289859e-04     5.950926e-03     1.621810e+00
      4     9.984021e-01     8.089561e-01     9.985470e-01     9.984886e-01     5.428687e-04     8.142039e-03     1.621810e+00
      5     9.981969e-01     7.562794e-01     9.983765e-01     9.982610e-01     6.673559e-04     9.837947e-03     1.621810e+00
      6     9.980362e-01     7.405871e-01     9.982257e-01     9.981961e-01     6.482772e-04     1.000825e-02     1.621810e+00
      7     9.978939e-01     7.066912e-01     9.981041e-01     9.980061e-01     7.673834e-04     1.142472e-02     1.621810e+00
      8     9.976849e-01     6.964963e-01     9.979010e-01     9.978574e-01     7.824014e-04     1.194987e-02     1.621810e+00
      9     9.974998e-01     6.740129e-01     9.977288e-01     9.975557e-01     9.473482e-04     1.408924e-02     1.621810e+00
     10     9.973613e-01     7.269372e-01     9.975588e-01     9.975143e-01     9.379852e-04     1.412547e-02     1.621810e+00
     11     9.971868e-01     6.981825e-01     9.974016e-01     9.973804e-01     1.035635e-03     1.520992e-02     1.621810e+00
     12     9.970585e-01     6.882739e-01     9.972790e-01     9.973379e-01     1.008620e-03     1.524458e-02     1.621810e+00
     13     9.969077e-01     6.865045e-01     9.971292e-01     9.972006e-01     1.107938e-03     1.683888e-02     1.621810e+00
     14     9.968351e-01     6.846948e-01     9.970575e-01     9.973222e-01     1.063076e-03     1.710912e-02     1.621810e+00
     15     9.967508e-01     6.452408e-01     9.969954e-01     9.972330e-01     1.135771e-03     1.821691e-02     1.621810e+00
     16     9.967018e-01     6.441514e-01     9.969470e-01     9.976962e-01     1.063761e-03     1.962402e-02     1.621810e+00
     17     9.966005e-01     6.238588e-01     9.968566e-01     9.977412e-01     1.107923e-03     2.173330e-02     1.621810e+00
     18     9.965882e-01     6.272756e-01     9.968424e-01     9.980247e-01     1.066187e-03     2.271745e-02     1.621810e+00
     19     9.964304e-01     6.266760e-01     9.966849e-01     9.976992e-01     1.164943e-03     2.517093e-02     1.621810e+00
     20     9.963829e-01     6.381416e-01     9.966312e-01     9.982914e-01     1.112462e-03     2.739741e-02     1.621810e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 9.963829e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 9.966312e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.491132e-04
# initial residual norm     = 1.721401e+00
# initial gradient norm     = 3.669513e-02
# initial constraint norm   = 1.721009e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.659587e+00
      1     9.999138e-01     9.736466e-01     9.999256e-01     9.997368e-01     7.712682e-05     1.840605e-03     1.659587e+00
      2     9.995654e-01     8.849366e-01     9.996145e-01     9.994913e-01     1.209807e-04     3.009952e-03     1.659587e+00
      3     9.994573e-01     8.464462e-01     9.995215e-01     9.992243e-01     2.335731e-04     4.874447e-03     1.659587e+00
      4     9.989604e-01     8.884063e-01     9.990079e-01     9.989652e-01     3.252850e-04     5.859256e-03     1.659587e+00
      5     9.988681e-01     8.808006e-01     9.989186e-01     9.985992e-01     4.105159e-04     8.928711e-03     1.659587e+00
      6     9.986408e-01     9.149847e-01     9.986772e-01     9.985536e-01     4.192228e-04     9.007320e-03     1.659587e+00
      7     9.985910e-01     9.076803e-01     9.986305e-01     9.983513e-01     4.723668e-04     1.087525e-02     1.659587e+00
      8     9.982402e-01     9.086568e-01     9.982791e-01     9.982572e-01     4.678081e-04     1.104078e-02     1.659587e+00
      9     9.981165e-01     8.727581e-01     9.981699e-01     9.980739e-01     5.716018e-04     1.224774e-02     1.659587e+00
     10     9.979095e-01     9.110913e-01     9.979472e-01     9.980505e-01     5.552572e-04     1.225769e-02     1.659587e+00
     11     9.977672e-01     8.858751e-01     9.978152e-01     9.978414e-01     6.546693e-04     1.327234e-02     1.659587e+00
     12     9.976906e-01     8.756907e-01     9.977427e-01     9.978405e-01     6.208058e-04     1.327238e-02     1.659587e+00
     13     9.975959e-01     8.230377e-01     9.976683e-01     9.977109e-01     7.245253e-04     1.410821e-02     1.659587e+00
     14     9.975270e-01     8.490269e-01     9.975895e-01     9.977115e-01     6.821882e-04     1.410822e-02     1.659587e+00
     15     9.974475e-01     8.669120e-01     9.975030e-01     9.975187e-01     7.451050e-04     1.563207e-02     1.659587e+00
     16     9.973677e-01     8.898751e-01     9.974139e-01     9.975707e-01     7.034691e-04     1.578511e-02     1.659587e+00
     17     9.972161e-01     8.063598e-01     9.972945e-01     9.974681e-01     7.769334e-04     1.655295e-02     1.659587e+00
     18     9.971991e-01     8.139821e-01     9.972747e-01     9.978073e-01     7.456340e-04     1.729231e-02     1.659587e+00
     19     9.970872e-01     8.518102e-01     9.971484e-01     9.978073e-01     7.863977e-04     1.938191e-02     1.659587e+00
     20     9.970318e-01     8.698181e-01     9.970859e-01     9.982316e-01     7.331681e-04     2.070428e-02     1.659587e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 9.970318e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 9.970859e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.496119e-04
# initial residual norm     = 1.719222e+00
# initial gradient norm     = 4.791238e-02
# initial constraint norm   = 1.718555e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.698244e+00
      1     9.996511e-01     8.499863e-01     9.997587e-01     9.996331e-01     2.889615e-04     2.556709e-03     1.698244e+00
      2     9.992504e-01     7.960616e-01     9.993923e-01     9.993137e-01     3.305325e-04     4.077388e-03     1.698244e+00
      3     9.992188e-01     7.794738e-01     9.993708e-01     9.992232e-01     3.750896e-04     4.794804e-03     1.698244e+00
      4     9.989141e-01     6.979716e-01     9.991127e-01     9.990569e-01     3.793139e-04     5.495504e-03     1.698244e+00
      5     9.988125e-01     6.501649e-01     9.990361e-01     9.989293e-01     5.184634e-04     6.551066e-03     1.698244e+00
      6     9.986938e-01     6.837306e-01     9.989000e-01     9.988525e-01     5.440918e-04     6.787420e-03     1.698244e+00
      7     9.986335e-01     6.573446e-01     9.988535e-01     9.987495e-01     6.321936e-04     7.668443e-03     1.698244e+00
      8     9.985169e-01     6.541205e-01     9.987384e-01     9.986952e-01     6.611482e-04     7.817200e-03     1.698244e+00
      9     9.984456e-01     6.474273e-01     9.986704e-01     9.986051e-01     7.407138e-04     8.574346e-03     1.698244e+00
     10     9.983133e-01     6.783857e-01     9.985221e-01     9.984808e-01     7.644776e-04     8.888231e-03     1.698244e+00
     11     9.982919e-01     6.612103e-01     9.985097e-01     9.984676e-01     8.006168e-04     9.355869e-03     1.698244e+00
     12     9.981966e-01     6.547974e-01     9.984176e-01     9.983387e-01     8.118547e-04     9.619870e-03     1.698244e+00
     13     9.981015e-01     6.623359e-01     9.983186e-01     9.983084e-01     9.207728e-04     1.150889e-02     1.698244e+00
     14     9.980307e-01     7.025960e-01     9.982263e-01     9.982895e-01     9.066669e-04     1.151739e-02     1.698244e+00
     15     9.979515e-01     6.946424e-01     9.981514e-01     9.983294e-01     9.823880e-04     1.397257e-02     1.698244e+00
     16     9.978231e-01     7.081253e-01     9.980156e-01     9.983298e-01     9.721897e-04     1.397258e-02     1.698244e+00
     17     9.977697e-01     6.916602e-01     9.979711e-01     9.983911e-01     1.033830e-03     1.650507e-02     1.698244e+00
     18     9.976655e-01     6.945255e-01     9.978653e-01     9.984947e-01     9.684599e-04     1.662702e-02     1.698244e+00
     19     9.975317e-01     6.661707e-01     9.977464e-01     9.986924e-01     1.115267e-03     2.228018e-02     1.698244e+00
     20     9.974927e-01     6.712412e-01     9.977048e-01     9.989084e-01     1.052152e-03     2.325252e-02     1.698244e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 9.974927e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 9.977048e-01
