# Constructed_SVDA iteration timing history
# Iter    Time (s)    Total Time (s)    Objective   
    0        0.01        0.01        5.39487    
    1        0.01        0.02        2.16058    
    2        0.01        0.02        2.15394    
    3        0.01        0.03        2.12877    
    4        0.01        0.04        2.07685    
    5        0.01        0.05        1.95703    
    6        0.01        0.06        1.82954    
    7        0.01        0.06        1.69682    
    8        0.01        0.07        1.56175    
    9        0.01        0.08        1.41918    
   10        0.01        0.09        1.26632    
   11        0.01        0.10        1.09835    
   12        0.01        0.11        0.913162    
   13        0.01        0.12        0.703887    
   14        0.01        0.13        0.429354    
   15        0.01        0.14        0.11433    
   16        0.01        0.15        -0.252547    
   17        0.01        0.16        -0.716515    
   18        0.01        0.17        -1.26158    
   19        0.01        0.18        -1.9924    
   20        0.01        0.19        -2.69726    
   21        0.01        0.20        -3.58072    
   22        0.01        0.21        -4.60251    
   23        0.01        0.23        -5.54273    
   24        0.01        0.24        -6.87732    
   25        0.01        0.25        -8.39504    
   26        0.01        0.27        -9.88816    
   27        0.02        0.28        -11.2517    
   28        0.02        0.30        -12.0992    
   29        0.02        0.32        -12.4632    
   30        0.02        0.33        -11.7521    
   31        0.02        0.35        -10.7367    
   32        0.02        0.36        -9.73378    
   33        0.02        0.38        -8.14234    
   34        0.02        0.40        -6.83437    
   35        0.02        0.42        -6.18613    
   36        0.02        0.44        -5.35126    
   37        0.02        0.46        -4.5766    
   38        0.02        0.48        -3.9853    
   39        0.02        0.50        -3.53994    
   40        0.02        0.52        -3.20194    
   41        0.02        0.53        -3.04413    
   42        0.02        0.55        -2.90765    
   43        0.02        0.57        -2.93707    
   44        0.02        0.60        -3.33193    
   45        0.04        0.64        -4.79996    
   46        0.06        0.69        -5.69924    
   47        0.11        0.80        -6.32018    
   48        0.09        0.90        -6.45935    
   49        0.07        0.96        -6.84143    
   50        0.06        1.02        -7.46382    
   51        0.04        1.06        -8.23043    
   52        0.04        1.10        -9.28671    
   53        0.03        1.13        -10.9018    
   54        0.03        1.16        -13.5912    
   55        0.02        1.18        -15.9059    
   56        0.02        1.20        -19.8091    
   57        0.02        1.23        -22.8515    
   58        0.02        1.25        -22.999    
   59        0.01        1.26         -23    
   60        0.01        1.27         -23    
   61        0.01        1.28         -23    
   62        0.01        1.29         -23    
   63        0.01        1.29         -23    
   64        0.01        1.30         -23    
   65        0.01        1.31         -23    
   66        0.01        1.31         -23    
   67        0.01        1.32         -23    
   68        0.01        1.33         -23    
   69        0.01        1.34         -23    
   70        0.01        1.34         -23    
   71        0.01        1.35         -23    
   72        0.01        1.36         -23    
   73        0.01        1.36         -23    
   74        0.01        1.37         -23    
   75        0.01        1.38         -23    
   76        0.01        1.39         -23    
   77        0.01        1.39         -23    
   78        0.01        1.40         -23    
   79        0.01        1.41         -23    
   80        0.01        1.42         -23    
   81        0.01        1.42         -23    
   82        0.01        1.43         -23    
   83        0.01        1.44         -23    
   84        0.01        1.45         -23    
   85        0.01        1.45         -23    
   86        0.01        1.46         -23    
   87        0.01        1.47         -23    
   88        0.01        1.47         -23    
   89        0.01        1.48         -23    
   90        0.01        1.49         -23    
   91        0.01        1.50         -23    
   92        0.01        1.50         -23    
   93        0.01        1.51         -23    
   94        0.01        1.52         -23    
   95        0.01        1.52         -23    
   96        0.01        1.53         -23    
   97        0.01        1.54         -23    
   98        0.01        1.55         -23    
   99        0.01        1.55         -23    
  100        0.01        1.56         -23    
  101        0.01        1.57         -23    
  102        0.01        1.57         -23    
  103        0.01        1.58         -23    
  104        0.01        1.59         -23    
  105        0.01        1.60         -23    
    0        0.01        1.60         -23    
  106        0.00        1.60         -23    
