#	# FSTOPO Homotopy iteration timing history
#      0     -----	  18	  2.647e+02	 2.647e+02     4.7730e+00     0.0000e+00     ----------	    ----------	   ----------	  1.0000     	# Iter	Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))	  negative S   postive Lam
     27		0      6367	 1.062e+01	1.063e+01     9.1448e-02     6.9314e-02	     1.504e+01	   9.8520e-02	  6.9141e-02	 0.0010328     	   27	     7.61	 67.79	      10.6097	   0.004951	0     0
     28		0      7355	 1.042e+01	1.042e+01     5.0762e-02     2.9411e-02	     1.216e+01	   4.9309e-02	  2.9354e-02	 0.0004053     	   28	     8.70	 76.49	      10.2968	   0.001974	0     0
     29		0      9182	 1.017e+01	1.017e+01     1.8859e-02     2.2919e-02	     1.085e+01	   2.1837e-02	  2.2906e-02	 0.0001583     	   29	     6.52	 83.01	      10.1593	   0.000899	0     0
     30		0     10554	 1.010e+01	1.010e+01     7.0578e-03     5.3853e-03	     1.037e+01	   8.5051e-03	  5.3785e-03	 0.0000613     	   30	     9.78	 92.79	      10.1059	   0.000294	0     0
     31		0     12641	 1.009e+01	1.009e+01     3.2005e-03     3.0524e-04	     1.025e+01	   3.2980e-03	  2.8847e-04	 0.0000366     	   31	     6.82	 99.61	      10.0945	   0.000185	0     0
     32		0     14058	 1.009e+01	1.009e+01     1.9995e-03     1.5896e-04	     1.018e+01	   1.9967e-03	  1.4768e-04	 0.0000207     	   32	     6.64	 106.25	       10.088	   0.000124	0     0
     33		0     15479	 1.008e+01	1.008e+01     1.0592e-03     1.5268e-04	     1.012e+01	   1.1332e-03	  1.4939e-04	 0.0000087     	   33	     7.01	 113.26	       10.0837	    0.000042	 0     0
     34		0     16980	 1.008e+01	1.008e+01     4.4603e-04     4.8331e-05	     1.009e+01	   4.8003e-04	  4.6891e-05	 0.0000030     	   34	     6.86	 120.12	       10.082	   0.000016	0     0
     35		0     18441	 1.008e+01	1.008e+01     1.2423e-04     9.7112e-06	     1.009e+01	   1.8659e-04	  8.7023e-06	 0.0000014     	   35	     6.93	 127.05	       10.0817	    0.000007	 0     0
     36		0     19943	 1.008e+01	1.008e+01     2.8878e-04     5.9320e-06	     1.008e+01	   2.9779e-04	  5.8471e-06	 0.0000002     	    0	     3.49	 130.54	       10.0817	    0.000001	 0     0
     36		1     20676	 1.008e+01	1.008e+01     3.9335e-05     7.2423e-07	     1.008e+01	   3.8548e-05	  5.3824e-07	 0.0000002     	   36	     0.26	 130.80	       10.0817	    0.000001	 0     0
