#
#      0     -----        18      2.647e+02      2.647e+02     4.7730e+00     0.0000e+00     ----------     ----------     ----------     1.0000     
      1         0        33      2.644e+02      2.644e+02     4.7730e+00     6.9208e-02      2.712e+00     5.0176e-04     7.0959e-04     0.9897470     
      2         0       159      2.640e+02      2.640e+02     4.7704e+00     2.0812e-01      8.025e+00     1.9830e-03     4.8975e-03     0.9696380     
      3         0       294      2.630e+02      2.630e+02     4.7569e+00     4.8230e-01      1.822e+01     8.8203e-03     2.4852e-02     0.9309178     
      4         0       431      2.612e+02      2.612e+02     4.7087e+00     9.8176e-01      3.704e+01     5.1264e-02     1.0199e-01     0.8590624     
      5         0       569      2.579e+02      2.582e+02     4.6913e+00     1.5595e+00      6.784e+01     2.9631e-01     2.9376e-01     0.7403326     
      6         0       707      2.544e+02      2.549e+02     4.9099e+00     1.3347e+00      9.641e+01     8.2150e-01     3.3945e-01     0.6307126     
      7         0       846      2.501e+02      2.506e+02     5.0720e+00     9.6654e-01      1.230e+02     1.3238e+00     3.0110e-01     0.5302586     
      8         0       986      2.444e+02      2.447e+02     5.1435e+00     6.9910e-01      1.474e+02     1.7266e+00     2.5022e-01     0.4389022     
      9         0      1126      2.370e+02      2.373e+02     5.1635e+00     5.2549e-01      1.680e+02     2.0381e+00     2.0517e-01     0.3619577     
     10         0      1265      2.283e+02      2.285e+02     5.1610e+00     4.1189e-01      1.847e+02     2.2917e+00     1.6953e-01     0.3005017     
     11         0      1404      2.183e+02      2.186e+02     5.1456e+00     3.3360e-01      1.979e+02     2.5069e+00     1.4113e-01     0.2520129     
     12         0      1543      2.073e+02      2.075e+02     5.1135e+00     2.7740e-01      2.084e+02     2.6638e+00     1.1681e-01     0.2133556     
     13         0      1682      1.951e+02      1.953e+02     5.0662e+00     2.3584e-01      2.168e+02     2.7790e+00     9.6420e-02     0.1819317     
     14         0      1822      1.816e+02      1.818e+02     5.0020e+00     2.0449e-01      2.234e+02     2.8620e+00     7.9366e-02     0.1558964     
     15         0      1962      1.668e+02      1.670e+02     4.9171e+00     1.8058e-01      2.283e+02     2.9174e+00     6.5031e-02     0.1339285     
     16         0      2102      1.505e+02      1.507e+02     4.8042e+00     1.6228e-01      2.314e+02     2.9463e+00     5.2871e-02     0.1150231     
     17         0      2242      1.325e+02      1.327e+02     4.6513e+00     1.4832e-01      2.322e+02     2.9471e+00     4.2471e-02     0.0983397     
     18         0      2382      1.124e+02      1.126e+02     4.4361e+00     1.3786e-01      2.295e+02     2.9140e+00     3.3911e-02     0.0830582     
     19         0      2523      8.954e+01      8.976e+01     4.1109e+00     1.3143e-01      2.207e+02     2.8351e+00     3.2736e-02     0.0681224     
     20         0      2683      6.148e+01      6.174e+01     3.5394e+00     1.6584e-01      1.977e+02     2.6832e+00     1.0759e-01     0.0513401     
     21         0      2845      1.723e+01      1.786e+01     2.0584e+00     5.1514e+00      1.117e+02     2.4081e+00     5.0284e+00     0.0234297     
     22         0      3256      1.693e+01      1.730e+01     1.1788e+00     1.0174e+00      7.871e+01     1.2180e+00     9.9784e-01     0.0152659     
     23         0      3761      1.339e+01      1.366e+01     6.5668e-01     1.1237e+00      4.826e+01     8.7103e-01     1.1127e+00     0.0083329     
     24         0      4250      1.218e+01      1.230e+01     3.7799e-01     5.0738e-01      3.207e+01     4.5346e-01     5.0410e-01     0.0047061     
     25         0      5117      1.129e+01      1.133e+01     2.1401e-01     2.5351e-01      2.203e+01     2.6279e-01     2.5259e-01     0.0025222     
     26         0      5737      1.098e+01      1.100e+01     1.5052e-01     4.1051e-02      1.876e+01     1.3521e-01     4.0513e-02     0.0018251     
     27         0      6367      1.062e+01      1.063e+01     9.1448e-02     6.9314e-02      1.504e+01     9.8520e-02     6.9141e-02     0.0010328     
     28         0      7355      1.042e+01      1.042e+01     5.0762e-02     2.9411e-02      1.216e+01     4.9309e-02     2.9354e-02     0.0004053     
     29         0      9182      1.017e+01      1.017e+01     1.8859e-02     2.2919e-02      1.085e+01     2.1837e-02     2.2906e-02     0.0001583     
     30         0     10554      1.010e+01      1.010e+01     7.0578e-03     5.3853e-03      1.037e+01     8.5051e-03     5.3785e-03     0.0000613     
     31         0     12641      1.009e+01      1.009e+01     3.2005e-03     3.0524e-04      1.025e+01     3.2980e-03     2.8847e-04     0.0000366     
     32         0     14058      1.009e+01      1.009e+01     1.9995e-03     1.5896e-04      1.018e+01     1.9967e-03     1.4768e-04     0.0000207     
     33         0     15479      1.008e+01      1.008e+01     1.0592e-03     1.5268e-04      1.012e+01     1.1332e-03     1.4939e-04     0.0000087     
     34         0     16980      1.008e+01      1.008e+01     4.4603e-04     4.8331e-05      1.009e+01     4.8003e-04     4.6891e-05     0.0000030     
     35         0     18441      1.008e+01      1.008e+01     1.2423e-04     9.7112e-06      1.009e+01     1.8659e-04     8.7023e-06     0.0000014     
     36         0     19943      1.008e+01      1.008e+01     2.8878e-04     5.9320e-06      1.008e+01     2.9779e-04     5.8471e-06     0.0000002     
     36         1     20676      1.008e+01      1.008e+01     3.9335e-05     7.2423e-07      1.008e+01     3.8548e-05     5.3824e-07     0.0000002     
