# Kona Param. Contn. convergence history (opt tol = 2.630149e-06 | feas tol = 2.329004e-05)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
     19         0      1614     -5.641e+00     -5.641e+00     2.2364e-05     3.3022e-06     -5.640e+00     2.1579e-05     2.9489e-06     1.798862e-08          
     19         1      1657     -5.641e+00     -5.641e+00     1.8599e-05     7.9940e-06     -5.640e+00     1.7928e-05     7.6326e-06     1.798862e-08          

     20         0      1743     -5.641e+00     -5.641e+00     1.7990e-05     2.1875e-06     -5.641e+00     1.7708e-05     1.9845e-06     8.670758e-09          
     20         1      1786     -5.641e+00     -5.641e+00     1.5668e-05     3.2290e-06     -5.641e+00     1.5482e-05     3.4331e-06     8.670758e-09          

     21         0      1872     -5.641e+00     -5.641e+00     1.4385e-05     1.5084e-06     -5.641e+00     1.4316e-05     1.4542e-06     2.536986e-09          
     21         1      1915     -5.641e+00     -5.641e+00     1.3418e-05     3.1263e-06     -5.641e+00     1.3367e-05     3.0994e-06     2.536986e-09          

     22         0      2001     -5.641e+00     -5.641e+00     1.3065e-05     1.5609e-06     -5.641e+00     1.3008e-05     1.4975e-06     1.951645e-09          
     22         1      2044     -5.641e+00     -5.641e+00     1.0986e-05     4.1181e-06     -5.641e+00     1.0929e-05     4.1209e-06     1.951645e-09          

     23         0      2130     -5.641e+00     -5.641e+00     1.0607e-05     1.1994e-06     -5.641e+00     1.0559e-05     1.1586e-06     1.631006e-09          
     23         1      2173     -5.641e+00     -5.641e+00     1.0326e-05     1.7924e-06     -5.641e+00     1.0279e-05     1.7573e-06     1.631006e-09          

     24         0      2259     -5.641e+00     -5.641e+00     1.0175e-05     1.2585e-06     -5.641e+00     1.0141e-05     1.2269e-06     1.185207e-09          
     24         1      2302     -5.641e+00     -5.641e+00     8.0406e-06     3.8995e-06     -5.641e+00     8.0067e-06     3.8930e-06     1.185207e-09          

     25         0      2388     -5.641e+00     -5.641e+00     7.8887e-06     7.1447e-07     -5.641e+00     7.8746e-06     6.9877e-07     5.066027e-10          
     25         1      2431     -5.641e+00     -5.641e+00     7.7502e-06     1.1760e-06     -5.641e+00     7.7359e-06     1.1658e-06     5.066027e-10          

     26         0      2517     -5.641e+00     -5.641e+00     7.7130e-06     7.1555e-07     -5.641e+00     7.7096e-06     7.1190e-07     1.285765e-10          
     26         1      2560     -5.641e+00     -5.641e+00     7.6467e-06     8.2559e-07     -5.641e+00     7.6432e-06     8.2210e-07     1.285765e-10          

     27         0      2646     -5.641e+00     -5.641e+00     7.5749e-06     8.4309e-07     -5.641e+00     7.5749e-06     8.4309e-07     0.000000e+00          
     27         1      2689     -5.641e+00     -5.641e+00     7.5416e-06     6.8321e-07     -5.641e+00     7.5416e-06     6.8321e-07     0.000000e+00          
     27         2      2732     -5.641e+00     -5.641e+00     6.8147e-06     2.1920e-06     -5.641e+00     6.8147e-06     2.1920e-06     0.000000e+00          
     27         3      2775     -5.641e+00     -5.641e+00     6.7461e-06     5.2891e-07     -5.641e+00     6.7461e-06     5.2891e-07     0.000000e+00          
     27         4      2818     -5.641e+00     -5.641e+00     5.0842e-06     2.6309e-06     -5.641e+00     5.0842e-06     2.6309e-06     0.000000e+00          
     27         5      2861     -5.641e+00     -5.641e+00     4.8312e-06     3.4926e-07     -5.641e+00     4.8312e-06     3.4926e-07     0.000000e+00          
     27         6      2904     -5.641e+00     -5.641e+00     3.7995e-06     1.4634e-06     -5.641e+00     3.7995e-06     1.4634e-06     0.000000e+00          
     27         7      2947     -5.641e+00     -5.641e+00     3.4672e-06     1.9864e-07     -5.641e+00     3.4672e-06     1.9864e-07     0.000000e+00          
     27         8      2990     -5.641e+00     -5.641e+00     3.0061e-06     1.0459e-06     -5.641e+00     3.0061e-06     1.0459e-06     0.000000e+00          
     27         9      3033     -5.641e+00     -5.641e+00     2.8868e-06     1.7949e-07     -5.641e+00     2.8868e-06     1.7949e-07     0.000000e+00          
